Autostrada, Station ,Zählstellenname,Zählstellen-nummer,Abschnitt (von - bis),Richtung,Fahrzeugklasse,DTVMS Mo-So Kfz/24h,DTVMS Mo-Fr Kfz/24h,DTVMS Mo Kfz/24h,DTVDD Di-So Kfz/24h,DTVFR Fr Kfz/24h,DTVSA Kfz/24h,DTVSF Sonn- und Feiertage Kfz/24h,Datengüte
A01,44.3,Sichelbach,403,St. Christophen - Böheimkirchen,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,44.3,Sichelbach,403,Böheimkirchen - St. Christophen,Wien/Auhof,Kfz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,44.3,Sichelbach,403,Böheimkirchen - St. Christophen,Wien/Auhof,"Kfz > 3,5t hzG",3.952,5.28,4.435,5.503,5.206,2.258,432.0,Messung
A01,44.3,Sichelbach,403,Böheimkirchen - St. Christophen,Wien/Auhof,"Kfz <= 3,5t hzG",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,44.3,Sichelbach,403,gesamt,gesamt,Kfz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,44.3,Sichelbach,403,gesamt,gesamt,"Kfz > 3,5t hzG",7.953,10.714,11.926,11.111,8.954,3.755,1.084,Messung
A01,44.3,Sichelbach,403,gesamt,gesamt,"Kfz <= 3,5t hzG",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,50.3,St. Pölten/A1,409,Böheimkirchen - Kn. St. Pölten,Staatsgrenze Walserberg,Kfz,33.887,33.371,32.983,32.764,35.182,34.916,35.009,"51,6% Tage geschätzt"
A01,50.3,St. Pölten/A1,409,Böheimkirchen - Kn. St. Pölten,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4.003,5.437,7.44,5.623,3.752,1.537,629.0,Messung
A01,50.3,St. Pölten/A1,409,Böheimkirchen - Kn. St. Pölten,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",29.884,27.934,25.543,27.141,31.43,33.379,34.38,"51,6% Tage geschätzt"
A01,50.3,St. Pölten/A1,409,Kn. St. Pölten - Böheimkirchen,Wien/Auhof,Kfz,29.633,31.966,28.487,31.663,34.843,28.304,22.354,"51,6% Tage geschätzt"
A01,50.3,St. Pölten/A1,409,Kn. St. Pölten - Böheimkirchen,Wien/Auhof,"Kfz > 3,5t hzG",3.957,5.288,4.439,5.522,5.19,2.256,433.0,Messung
A01,50.3,St. Pölten/A1,409,Kn. St. Pölten - Böheimkirchen,Wien/Auhof,"Kfz <= 3,5t hzG",25.676,26.678,24.048,26.141,29.653,26.048,21.921,"51,6% Tage geschätzt"
A01,50.3,St. Pölten/A1,409,gesamt,gesamt,Kfz,63.52,65.337,61.47,64.427,70.025,63.22,57.363,"51,6% Tage geschätzt"
A01,50.3,St. Pölten/A1,409,gesamt,gesamt,"Kfz > 3,5t hzG",7.96,10.725,11.879,11.145,8.942,3.793,1.062,Messung
A01,50.3,St. Pölten/A1,409,gesamt,gesamt,"Kfz <= 3,5t hzG",55.56,54.612,49.591,53.282,61.083,59.427,56.301,"51,6% Tage geschätzt"
A01,56.5,St. Pölten Süd/A1,415,Kn. St. Pölten - St. Pölten Süd,Staatsgrenze Walserberg,Kfz,38.683,38.486,38.569,37.803,40.214,39.68,38.709,"22,6% Tage geschätzt"
A01,56.5,St. Pölten Süd/A1,415,Kn. St. Pölten - St. Pölten Süd,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4.857,6.648,8.927,6.913,4.59,1.708,687.0,Messung
A01,56.5,St. Pölten Süd/A1,415,Kn. St. Pölten - St. Pölten Süd,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",33.826,31.838,29.642,30.89,35.624,37.972,38.022,"22,6% Tage geschätzt"
A01,56.5,St. Pölten Süd/A1,415,St. Pölten Süd - Kn. St. Pölten,Wien/Auhof,Kfz,34.105,36.688,32.753,36.179,40.375,32.872,25.887,"22,6% Tage geschätzt"
A01,56.5,St. Pölten Süd/A1,415,St. Pölten Süd - Kn. St. Pölten,Wien/Auhof,"Kfz > 3,5t hzG",4.832,6.517,5.593,6.828,6.263,2.482,502.0,Messung
A01,56.5,St. Pölten Süd/A1,415,St. Pölten Süd - Kn. St. Pölten,Wien/Auhof,"Kfz <= 3,5t hzG",29.273,30.171,27.16,29.351,34.112,30.39,25.385,"22,6% Tage geschätzt"
A01,56.5,St. Pölten Süd/A1,415,gesamt,gesamt,Kfz,72.788,75.174,71.322,73.982,80.589,72.552,64.596,"22,6% Tage geschätzt"
A01,56.5,St. Pölten Süd/A1,415,gesamt,gesamt,"Kfz > 3,5t hzG",9.689,13.165,14.52,13.741,10.853,4.19,1.189,Messung
A01,56.5,St. Pölten Süd/A1,415,gesamt,gesamt,"Kfz <= 3,5t hzG",63.099,62.009,56.802,60.241,69.736,68.362,63.407,"22,6% Tage geschätzt"
A01,67.4,Poppendorf,423,St. Pölten Süd - Loosdorf,Staatsgrenze Walserberg,Kfz,29.993,29.045,28.764,28.185,31.449,31.924,32.025,"51,6% Tage geschätzt"
A01,67.4,Poppendorf,423,St. Pölten Süd - Loosdorf,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4.599,6.296,8.41,6.584,4.278,1.663,617.0,Messung
A01,67.4,Poppendorf,423,St. Pölten Süd - Loosdorf,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",25.394,22.749,20.354,21.601,27.171,30.261,31.408,"51,6% Tage geschätzt"
A01,67.4,Poppendorf,423,Loosdorf - St. Pölten Süd,Wien/Auhof,Kfz,26.233,28.116,24.146,27.706,31.566,25.851,19.895,"51,6% Tage geschätzt"
A01,67.4,Poppendorf,423,Loosdorf - St. Pölten Süd,Wien/Auhof,"Kfz > 3,5t hzG",4.571,6.16,5.152,6.508,5.862,2.419,442.0,Messung
A01,67.4,Poppendorf,423,Loosdorf - St. Pölten Süd,Wien/Auhof,"Kfz <= 3,5t hzG",21.662,21.956,18.994,21.198,25.704,23.432,19.453,"51,6% Tage geschätzt"
A01,67.4,Poppendorf,423,gesamt,gesamt,Kfz,56.226,57.161,52.91,55.891,63.015,57.775,51.92,"51,6% Tage geschätzt"
A01,67.4,Poppendorf,423,gesamt,gesamt,"Kfz > 3,5t hzG",9.17,12.456,13.562,13.092,10.14,4.082,1.059,Messung
A01,67.4,Poppendorf,423,gesamt,gesamt,"Kfz <= 3,5t hzG",47.056,44.705,39.348,42.799,52.875,53.693,50.861,"51,6% Tage geschätzt"
A01,77.4,Roggendorf,961,Loosdorf - Melk,Staatsgrenze Walserberg,Kfz,32.762,31.403,31.974,30.49,33.435,35.375,35.777,"58,1% Tage geschätzt"
A01,77.4,Roggendorf,961,Loosdorf - Melk,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4.604,6.304,8.379,6.605,4.274,1.687,598.0,Messung
A01,77.4,Roggendorf,961,Loosdorf - Melk,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",28.158,25.099,23.595,23.885,29.161,33.688,35.179,"58,1% Tage geschätzt"
A01,77.4,Roggendorf,961,Melk - Loosdorf,Wien/Auhof,Kfz,27.827,29.778,25.9,29.404,33.077,26.902,21.615,"51,6% Tage geschätzt"
A01,77.4,Roggendorf,961,Melk - Loosdorf,Wien/Auhof,"Kfz > 3,5t hzG",4.573,6.165,5.179,6.525,5.822,2.407,443.0,Messung
A01,77.4,Roggendorf,961,Melk - Loosdorf,Wien/Auhof,"Kfz <= 3,5t hzG",23.254,23.613,20.721,22.879,27.255,24.495,21.172,"51,6% Tage geschätzt"
A01,77.4,Roggendorf,961,gesamt,gesamt,Kfz,60.589,61.181,57.874,59.894,66.512,62.277,57.392,"58,1% Tage geschätzt"
A01,77.4,Roggendorf,961,gesamt,gesamt,"Kfz > 3,5t hzG",9.177,12.469,13.558,13.13,10.096,4.094,1.041,Messung
A01,77.4,Roggendorf,961,gesamt,gesamt,"Kfz <= 3,5t hzG",51.412,48.712,44.316,46.764,56.416,58.183,56.351,"58,1% Tage geschätzt"
A01,95.3,Ybbs,431,Pöchlarn - Ybbs Wieselburg,Staatsgrenze Walserberg,Kfz,29.939,28.562,28.5,27.9,30.322,32.42,33.102,Messung
A01,95.3,Ybbs,431,Pöchlarn - Ybbs Wieselburg,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4.529,6.203,8.248,6.5,4.205,1.709,548.0,Messung
A01,95.3,Ybbs,431,Pöchlarn - Ybbs Wieselburg,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",25.41,22.359,20.252,21.4,26.117,30.711,32.554,Messung
A01,95.3,Ybbs,431,Ybbs Wieselburg - Pöchlarn,Wien/Auhof,Kfz,25.91,27.669,23.312,27.376,31.044,25.179,20.243,Messung
A01,95.3,Ybbs,431,Ybbs Wieselburg - Pöchlarn,Wien/Auhof,"Kfz > 3,5t hzG",4.505,6.071,5.052,6.426,5.76,2.374,446.0,Messung
A01,95.3,Ybbs,431,Ybbs Wieselburg - Pöchlarn,Wien/Auhof,"Kfz <= 3,5t hzG",21.405,21.598,18.26,20.95,25.284,22.805,19.797,Messung
A01,95.3,Ybbs,431,gesamt,gesamt,Kfz,55.849,56.231,51.812,55.276,61.366,57.599,53.345,Messung
A01,95.3,Ybbs,431,gesamt,gesamt,"Kfz > 3,5t hzG",9.034,12.274,13.3,12.926,9.965,4.083,994.0,Messung
A01,95.3,Ybbs,431,gesamt,gesamt,"Kfz <= 3,5t hzG",46.815,43.957,38.512,42.35,51.401,53.516,52.351,Messung
A01,104.5,Neumarkt An Der Ybbs,977,Ybbs Wieselburg - Amstetten Ost,Staatsgrenze Walserberg,Kfz,30.086,28.359,28.892,27.539,30.175,33.446,33.891,Messung
A01,104.5,Neumarkt An Der Ybbs,977,Ybbs Wieselburg - Amstetten Ost,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4.459,6.107,8.157,6.407,4.1,1.704,529.0,Messung
A01,104.5,Neumarkt An Der Ybbs,977,Ybbs Wieselburg - Amstetten Ost,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",25.627,22.252,20.735,21.132,26.075,31.742,33.362,Messung
A01,104.5,Neumarkt An Der Ybbs,977,Amstetten Ost - Ybbs Wieselburg,Wien/Auhof,Kfz,25.129,26.742,22.882,26.341,30.101,24.789,19.713,Messung
A01,104.5,Neumarkt An Der Ybbs,977,Amstetten Ost - Ybbs Wieselburg,Wien/Auhof,"Kfz > 3,5t hzG",4.424,5.958,4.95,6.313,5.643,2.337,447.0,Messung
A01,104.5,Neumarkt An Der Ybbs,977,Amstetten Ost - Ybbs Wieselburg,Wien/Auhof,"Kfz <= 3,5t hzG",20.705,20.784,17.932,20.028,24.458,22.452,19.266,Messung
A01,104.5,Neumarkt An Der Ybbs,977,gesamt,gesamt,Kfz,55.215,55.101,51.774,53.88,60.276,58.235,53.604,Messung
A01,104.5,Neumarkt An Der Ybbs,977,gesamt,gesamt,"Kfz > 3,5t hzG",8.883,12.065,13.107,12.72,9.743,4.041,976.0,Messung
A01,104.5,Neumarkt An Der Ybbs,977,gesamt,gesamt,"Kfz <= 3,5t hzG",46.332,43.036,38.667,41.16,50.533,54.194,52.628,Messung
A01,115.5,Seisenegg,983,Amstetten Ost - Amstetten West,Staatsgrenze Walserberg,Kfz,29.286,27.619,28.137,26.812,29.406,32.76,32.803,"83,9% Tage geschätzt"
A01,115.5,Seisenegg,983,Amstetten Ost - Amstetten West,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4.413,6.042,8.094,6.333,4.055,1.704,516.0,Messung
A01,115.5,Seisenegg,983,Amstetten Ost - Amstetten West,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",24.873,21.577,20.043,20.479,25.351,31.056,32.287,"83,9% Tage geschätzt"
A01,115.5,Seisenegg,983,Amstetten West - Amstetten Ost,Wien/Auhof,Kfz,24.803,26.355,21.961,25.862,30.275,24.691,19.446,"96,8% Tage geschätzt"
A01,115.5,Seisenegg,983,Amstetten West - Amstetten Ost,Wien/Auhof,"Kfz > 3,5t hzG",4.367,5.876,4.87,6.224,5.573,2.326,448.0,Messung
A01,115.5,Seisenegg,983,Amstetten West - Amstetten Ost,Wien/Auhof,"Kfz <= 3,5t hzG",20.436,20.479,17.091,19.638,24.702,22.365,18.998,"96,8% Tage geschätzt"
A01,115.5,Seisenegg,983,gesamt,gesamt,Kfz,54.089,53.974,50.098,52.674,59.681,57.451,52.249,"96,8% Tage geschätzt"
A01,115.5,Seisenegg,983,gesamt,gesamt,"Kfz > 3,5t hzG",8.78,11.918,12.964,12.557,9.628,4.03,964.0,Messung
A01,115.5,Seisenegg,983,gesamt,gesamt,"Kfz <= 3,5t hzG",45.309,42.056,37.134,40.117,50.053,53.421,51.285,"96,8% Tage geschätzt"
A01,127.6,Ludwigsdorf,439,Amstetten West - Oed,Staatsgrenze Walserberg,Kfz,26.746,25.626,25.805,24.945,27.287,29.435,28.875,Messung
A01,127.6,Ludwigsdorf,439,Amstetten West - Oed,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4.42,6.053,8.051,6.344,4.1,1.73,497.0,Messung
A01,127.6,Ludwigsdorf,439,Amstetten West - Oed,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",22.326,19.573,17.754,18.601,23.187,27.705,28.378,Messung
A01,127.6,Ludwigsdorf,439,Oed - Amstetten West,Wien/Auhof,Kfz,22.238,24.175,19.738,24.022,27.236,21.61,15.876,Messung
A01,127.6,Ludwigsdorf,439,Oed - Amstetten West,Wien/Auhof,"Kfz > 3,5t hzG",4.389,5.911,4.923,6.264,5.586,2.311,448.0,Messung
A01,127.6,Ludwigsdorf,439,Oed - Amstetten West,Wien/Auhof,"Kfz <= 3,5t hzG",17.849,18.264,14.815,17.758,21.65,19.299,15.428,Messung
A01,127.6,Ludwigsdorf,439,gesamt,gesamt,Kfz,48.984,49.801,45.543,48.967,54.523,51.045,44.751,Messung
A01,127.6,Ludwigsdorf,439,gesamt,gesamt,"Kfz > 3,5t hzG",8.809,11.964,12.974,12.608,9.686,4.041,945.0,Messung
A01,127.6,Ludwigsdorf,439,gesamt,gesamt,"Kfz <= 3,5t hzG",40.175,37.837,32.569,36.359,44.837,47.004,43.806,Messung
A01,132.3,Oed,991,Oed - Haag,Staatsgrenze Walserberg,Kfz,29.855,28.881,29.886,28.23,29.971,31.867,31.921,"100,0% Tage geschätzt"
A01,132.3,Oed,991,Oed - Haag,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4.548,6.232,8.226,6.529,4.262,1.759,515.0,Messung
A01,132.3,Oed,991,Oed - Haag,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",25.307,22.649,21.66,21.701,25.709,30.108,31.406,"100,0% Tage geschätzt"
A01,132.3,Oed,991,Haag - Oed,Wien/Auhof,Kfz,25.271,27.234,22.709,26.923,30.757,24.697,18.782,"51,6% Tage geschätzt"
A01,132.3,Oed,991,Haag - Oed,Wien/Auhof,"Kfz > 3,5t hzG",4.514,6.085,5.133,6.449,5.711,2.322,476.0,Messung
A01,132.3,Oed,991,Haag - Oed,Wien/Auhof,"Kfz <= 3,5t hzG",20.757,21.149,17.576,20.474,25.046,22.375,18.306,"51,6% Tage geschätzt"
A01,132.3,Oed,991,gesamt,gesamt,Kfz,55.126,56.115,52.595,55.153,60.728,56.564,50.703,"100,0% Tage geschätzt"
A01,132.3,Oed,991,gesamt,gesamt,"Kfz > 3,5t hzG",9.062,12.317,13.359,12.978,9.973,4.081,991.0,Messung
A01,132.3,Oed,991,gesamt,gesamt,"Kfz <= 3,5t hzG",46.064,43.798,39.236,42.175,50.755,52.483,49.712,"100,0% Tage geschätzt"
A01,145.9,Endholz,999,Haag - St. Valentin,Staatsgrenze Walserberg,Kfz,32.493,30.982,31.955,30.122,32.636,35.926,35.49,Messung
A01,145.9,Endholz,999,Haag - St. Valentin,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4.574,6.264,8.18,6.564,4.333,1.792,517.0,Messung
A01,145.9,Endholz,999,Haag - St. Valentin,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",27.919,24.718,23.775,23.558,28.303,34.134,34.973,Messung
A01,145.9,Endholz,999,St. Valentin - Haag,Wien/Auhof,Kfz,27.069,29.005,24.904,28.569,32.6,26.669,20.558,Messung
A01,145.9,Endholz,999,St. Valentin - Haag,Wien/Auhof,"Kfz > 3,5t hzG",4.542,6.124,5.212,6.486,5.731,2.309,489.0,Messung
A01,145.9,Endholz,999,St. Valentin - Haag,Wien/Auhof,"Kfz <= 3,5t hzG",22.527,22.881,19.692,22.083,26.869,24.36,20.069,Messung
A01,145.9,Endholz,999,gesamt,gesamt,Kfz,59.562,59.987,56.859,58.691,65.236,62.595,56.048,Messung
A01,145.9,Endholz,999,gesamt,gesamt,"Kfz > 3,5t hzG",9.116,12.388,13.392,13.05,10.064,4.101,1.006,Messung
A01,145.9,Endholz,999,gesamt,gesamt,"Kfz <= 3,5t hzG",50.446,47.599,43.467,45.641,55.172,58.494,55.042,Messung
A01,153.4,Kötting,450,St. Valentin - Enns Steyr,Staatsgrenze Walserberg,Kfz,29.246,28.228,29.028,27.365,29.991,32.42,30.695,Messung
A01,153.4,Kötting,450,St. Valentin - Enns Steyr,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4.462,6.101,7.927,6.387,4.26,1.793,507.0,Messung
A01,153.4,Kötting,450,St. Valentin - Enns Steyr,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",24.784,22.127,21.101,20.978,25.731,30.627,30.188,Messung
A01,153.4,Kötting,450,Enns Steyr - St. Valentin,Wien/Auhof,Kfz,24.926,26.852,23.291,26.37,30.241,24.403,18.535,Messung
A01,153.4,Kötting,450,Enns Steyr - St. Valentin,Wien/Auhof,"Kfz > 3,5t hzG",4.442,5.981,5.09,6.328,5.616,2.29,487.0,Messung
A01,153.4,Kötting,450,Enns Steyr - St. Valentin,Wien/Auhof,"Kfz <= 3,5t hzG",20.484,20.871,18.201,20.042,24.625,22.113,18.048,Messung
A01,153.4,Kötting,450,gesamt,gesamt,Kfz,54.172,55.08,52.319,53.735,60.232,56.823,49.23,Messung
A01,153.4,Kötting,450,gesamt,gesamt,"Kfz > 3,5t hzG",8.904,12.082,13.017,12.715,9.876,4.083,994.0,Messung
A01,153.4,Kötting,450,gesamt,gesamt,"Kfz <= 3,5t hzG",45.268,42.998,39.302,41.02,50.356,52.74,48.236,Messung
A01,155.7,ASt Steyr,978,Enns Steyr - Enns West,Staatsgrenze Walserberg,Kfz,34.414,33.49,34.172,32.701,35.134,37.173,35.81,Messung
A01,155.7,ASt Steyr,978,Enns Steyr - Enns West,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",4.494,6.144,7.981,6.434,4.286,1.81,509.0,Messung
A01,155.7,ASt Steyr,978,Enns Steyr - Enns West,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",29.92,27.346,26.191,26.267,30.848,35.363,35.301,Messung
A01,155.7,ASt Steyr,978,Enns West - Enns Steyr,Wien/Auhof,Kfz,28.468,30.631,27.295,30.117,33.968,27.744,21.379,"3,2% Tage geschätzt"
A01,155.7,ASt Steyr,978,Enns West - Enns Steyr,Wien/Auhof,"Kfz > 3,5t hzG",4.47,6.02,5.138,6.367,5.645,2.302,492.0,Messung
A01,155.7,ASt Steyr,978,Enns West - Enns Steyr,Wien/Auhof,"Kfz <= 3,5t hzG",23.998,24.611,22.157,23.75,28.323,25.442,20.887,"3,2% Tage geschätzt"
A01,155.7,ASt Steyr,978,gesamt,gesamt,Kfz,62.882,64.121,61.467,62.818,69.102,64.917,57.189,"3,2% Tage geschätzt"
A01,155.7,ASt Steyr,978,gesamt,gesamt,"Kfz > 3,5t hzG",8.964,12.164,13.119,12.801,9.931,4.112,1.001,Messung
A01,155.7,ASt Steyr,978,gesamt,gesamt,"Kfz <= 3,5t hzG",53.918,51.957,48.348,50.017,59.171,60.805,56.188,"3,2% Tage geschätzt"
A01,164.2,ASt Asten St. Florian,507,Asten St Florian - Kn. Linz,Staatsgrenze Walserberg,Kfz,43.874,44.752,45.782,43.879,46.402,44.929,40.096,Messung
A01,164.2,ASt Asten St. Florian,507,Asten St Florian - Kn. Linz,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",5.56,7.672,9.66,8.018,5.578,1.951,576.0,Messung
A01,164.2,ASt Asten St. Florian,507,Asten St Florian - Kn. Linz,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",38.314,37.08,36.122,35.861,40.824,42.978,39.52,Messung
A01,164.2,ASt Asten St. Florian,507,Kn. Linz - Asten St Florian,Wien/Auhof,Kfz,38.393,42.232,39.537,41.494,45.768,36.004,26.551,Messung
A01,164.2,ASt Asten St. Florian,507,Kn. Linz - Asten St Florian,Wien/Auhof,"Kfz > 3,5t hzG",5.472,7.458,6.776,7.826,6.91,2.428,548.0,Messung
A01,164.2,ASt Asten St. Florian,507,Kn. Linz - Asten St Florian,Wien/Auhof,"Kfz <= 3,5t hzG",32.921,34.774,32.761,33.668,38.858,33.576,26.003,Messung
A01,164.2,ASt Asten St. Florian,507,gesamt,gesamt,Kfz,82.267,86.984,85.319,85.373,92.17,80.933,66.647,Messung
A01,164.2,ASt Asten St. Florian,507,gesamt,gesamt,"Kfz > 3,5t hzG",11.032,15.13,16.436,15.844,12.488,4.379,1.124,Messung
A01,164.2,ASt Asten St. Florian,507,gesamt,gesamt,"Kfz <= 3,5t hzG",71.235,71.854,68.883,69.529,79.682,76.554,65.523,Messung
A01,172.7,Haid,4122,Ansfelden - Traun,Staatsgrenze Walserberg,Kfz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,172.7,Haid,4122,Ansfelden - Traun,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",6.451,8.899,10.994,9.35,6.472,2.253,681.0,Messung
A01,172.7,Haid,4122,Ansfelden - Traun,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,172.7,Haid,4122,Traun - Ansfelden,Wien/Auhof,Kfz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,172.7,Haid,4122,Traun - Ansfelden,Wien/Auhof,"Kfz > 3,5t hzG",6.229,8.502,7.741,8.945,7.806,2.712,621.0,Messung
A01,172.7,Haid,4122,Traun - Ansfelden,Wien/Auhof,"Kfz <= 3,5t hzG",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,172.7,Haid,4122,gesamt,gesamt,Kfz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,172.7,Haid,4122,gesamt,gesamt,"Kfz > 3,5t hzG",12.68,17.401,18.735,18.295,14.278,4.965,1.302,Messung
A01,172.7,Haid,4122,gesamt,gesamt,"Kfz <= 3,5t hzG",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,174.3,Traun,110,Traun - Kn. A1/A25 Passau Wels,Staatsgrenze Walserberg,Kfz,48.72,50.246,50.962,49.353,52.137,50.041,42.5,"12,9% Tage geschätzt"
A01,174.3,Traun,110,Traun - Kn. A1/A25 Passau Wels,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",6.452,8.895,10.982,9.346,6.473,2.279,680.0,Messung
A01,174.3,Traun,110,Traun - Kn. A1/A25 Passau Wels,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",42.268,41.351,39.98,40.007,45.664,47.762,41.82,"12,9% Tage geschätzt"
A01,174.3,Traun,110,A1/A25 Kn. Passau Wels - Traun,Wien/Auhof,Kfz,42.762,46.648,43.7,46.425,48.999,39.609,31.261,"80,6% Tage geschätzt"
A01,174.3,Traun,110,A1/A25 Kn. Passau Wels - Traun,Wien/Auhof,"Kfz > 3,5t hzG",6.262,8.549,7.798,9.002,7.824,2.713,623.0,Messung
A01,174.3,Traun,110,A1/A25 Kn. Passau Wels - Traun,Wien/Auhof,"Kfz <= 3,5t hzG",36.5,38.099,35.902,37.423,41.175,36.896,30.638,"80,6% Tage geschätzt"
A01,174.3,Traun,110,gesamt,gesamt,Kfz,91.482,96.894,94.662,95.778,101.136,89.65,73.761,"80,6% Tage geschätzt"
A01,174.3,Traun,110,gesamt,gesamt,"Kfz > 3,5t hzG",12.714,17.444,18.78,18.348,14.297,4.992,1.303,Messung
A01,174.3,Traun,110,gesamt,gesamt,"Kfz <= 3,5t hzG",78.768,79.45,75.882,77.43,86.839,84.658,72.458,"80,6% Tage geschätzt"
A01,184.6,Oberndorf,483,Allhaming - Sattledt,Staatsgrenze Walserberg,Kfz,21.15,22.275,21.084,21.901,23.964,21.722,16.83,Messung
A01,184.6,Oberndorf,483,Allhaming - Sattledt,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",2.509,3.482,3.994,3.685,2.645,643.0,350.0,Messung
A01,184.6,Oberndorf,483,Allhaming - Sattledt,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",18.641,18.793,17.09,18.216,21.319,21.079,16.48,Messung
A01,184.6,Oberndorf,483,Sattledt - Allhaming,Wien/Auhof,Kfz,20.836,21.278,19.661,21.242,22.343,21.417,18.901,Messung
A01,184.6,Oberndorf,483,Sattledt - Allhaming,Wien/Auhof,"Kfz > 3,5t hzG",2.35,3.253,3.167,3.441,2.818,677.0,304.0,Messung
A01,184.6,Oberndorf,483,Sattledt - Allhaming,Wien/Auhof,"Kfz <= 3,5t hzG",18.486,18.025,16.494,17.801,19.525,20.74,18.597,Messung
A01,184.6,Oberndorf,483,gesamt,gesamt,Kfz,41.986,43.553,40.745,43.143,46.307,43.139,35.731,Messung
A01,184.6,Oberndorf,483,gesamt,gesamt,"Kfz > 3,5t hzG",4.859,6.735,7.161,7.126,5.463,1.32,654.0,Messung
A01,184.6,Oberndorf,483,gesamt,gesamt,"Kfz <= 3,5t hzG",37.127,36.818,33.584,36.017,40.844,41.819,35.077,Messung
A01,195.6,Sattledt,120,Sattledt - Kn. Voralpenkreuz,Staatsgrenze Walserberg,Kfz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,195.6,Sattledt,120,Sattledt - Kn. Voralpenkreuz,Staatsgrenze Walserberg,"Kfz > 3,5t hzG",2.904,4.031,4.641,4.255,3.083,735.0,402.0,Messung
A01,195.6,Sattledt,120,Sattledt - Kn. Voralpenkreuz,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,195.6,Sattledt,120,Kn. Voralpenkreuz - Sattledt,Wien/Auhof,Kfz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,195.6,Sattledt,120,Kn. Voralpenkreuz - Sattledt,Wien/Auhof,"Kfz > 3,5t hzG",2.764,3.833,3.808,4.043,3.301,763.0,359.0,Messung
A01,195.6,Sattledt,120,Kn. Voralpenkreuz - Sattledt,Wien/Auhof,"Kfz <= 3,5t hzG",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,195.6,Sattledt,120,gesamt,gesamt,Kfz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A01,195.6,Sattledt,120,gesamt,gesamt,"Kfz > 3,5t hzG",5.668,7.864,8.449,8.298,6.384,1.498,761.0,Messung
A01,195.6,Sattledt,120,gesamt,gesamt,"Kfz <= 3,5t hzG",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
