Autostrada, Station ,Zählstellenname,Zählstellen-nummer,Abschnitt (von - bis),Richtung,Fahrzeugklasse,DTVMS Mo-So Kfz/24h,DTVMS Mo-Fr Kfz/24h,DTVMS Mo Kfz/24h,DTVDD Di-So Kfz/24h,DTVFR Fr Kfz/24h,DTVSA Kfz/24h,DTVSF Sonn- und Feiertage Kfz/24h,Datengüte
A02,25.1,Bad Vöslau,394,gesamt,gesamt,Kfz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A02,25.1,Bad Vöslau,394,gesamt,gesamt,"Kfz > 3,5t hzG",7.152,9.807,11.085,10.307,7.742,2.498,961.0,Messung
A02,25.1,Bad Vöslau,394,gesamt,gesamt,"Kfz <= 3,5t hzG",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A02,34.2,Steinabrückl,543,Leobersdorf - Wöllersdorf,Staatsgrenze Arnoldstein,Kfz,34.397,37.872,35.491,37.724,39.685,31.854,23.929,"51,6% Tage geschätzt"
A02,34.2,Steinabrückl,543,Leobersdorf - Wöllersdorf,Staatsgrenze Arnoldstein,"Kfz > 3,5t hzG",3.51,4.867,6.254,5.14,3.323,909.0,494.0,Messung
A02,34.2,Steinabrückl,543,Leobersdorf - Wöllersdorf,Staatsgrenze Arnoldstein,"Kfz <= 3,5t hzG",30.887,33.005,29.237,32.584,36.362,30.945,23.435,"51,6% Tage geschätzt"
A02,34.2,Steinabrückl,543,Wöllersdorf - Leobersdorf,Wien/Kn. Inzersdorf,Kfz,35.641,37.29,37.352,37.554,36.565,33.078,31.581,"51,6% Tage geschätzt"
A02,34.2,Steinabrückl,543,Wöllersdorf - Leobersdorf,Wien/Kn. Inzersdorf,"Kfz > 3,5t hzG",3.439,4.662,4.503,4.882,4.185,1.535,429.0,Messung
A02,34.2,Steinabrückl,543,Wöllersdorf - Leobersdorf,Wien/Kn. Inzersdorf,"Kfz <= 3,5t hzG",32.202,32.628,32.849,32.672,32.38,31.543,31.152,"51,6% Tage geschätzt"
A02,34.2,Steinabrückl,543,gesamt,gesamt,Kfz,70.038,75.162,72.843,75.278,76.25,64.932,55.51,"51,6% Tage geschätzt"
A02,34.2,Steinabrückl,543,gesamt,gesamt,"Kfz > 3,5t hzG",6.949,9.529,10.757,10.022,7.508,2.444,923.0,Messung
A02,34.2,Steinabrückl,543,gesamt,gesamt,"Kfz <= 3,5t hzG",63.089,65.633,62.086,65.256,68.742,62.488,54.587,"51,6% Tage geschätzt"
A02,45.4,Kn. Wr. Neustadt,505,Wr. Neustadt West - Kn. Wr. Neustadt,Staatsgrenze Arnoldstein,Kfz,32.064,35.296,33.668,34.68,37.874,30.044,22.099,"35,5% Tage geschätzt"
A02,45.4,Kn. Wr. Neustadt,505,Wr. Neustadt West - Kn. Wr. Neustadt,Staatsgrenze Arnoldstein,"Kfz > 3,5t hzG",3.254,4.496,5.819,4.758,3.022,891.0,480.0,Messung
A02,45.4,Kn. Wr. Neustadt,505,Wr. Neustadt West - Kn. Wr. Neustadt,Staatsgrenze Arnoldstein,"Kfz <= 3,5t hzG",28.81,30.8,27.849,29.922,34.852,29.153,21.619,"35,5% Tage geschätzt"
A02,45.4,Kn. Wr. Neustadt,505,Kn. Wr. Neustadt - Wr. Neustadt West,Wien/Kn. Inzersdorf,Kfz,31.585,32.92,34.17,32.588,33.031,30.394,27.706,"35,5% Tage geschätzt"
A02,45.4,Kn. Wr. Neustadt,505,Kn. Wr. Neustadt - Wr. Neustadt West,Wien/Kn. Inzersdorf,"Kfz > 3,5t hzG",3.209,4.326,4.109,4.538,3.903,1.518,428.0,Messung
A02,45.4,Kn. Wr. Neustadt,505,Kn. Wr. Neustadt - Wr. Neustadt West,Wien/Kn. Inzersdorf,"Kfz <= 3,5t hzG",28.376,28.594,30.061,28.05,29.128,28.876,27.278,"35,5% Tage geschätzt"
A02,45.4,Kn. Wr. Neustadt,505,gesamt,gesamt,Kfz,63.649,68.216,67.838,67.268,70.905,60.438,49.805,"35,5% Tage geschätzt"
A02,45.4,Kn. Wr. Neustadt,505,gesamt,gesamt,"Kfz > 3,5t hzG",6.463,8.822,9.928,9.296,6.925,2.409,908.0,Messung
A02,45.4,Kn. Wr. Neustadt,505,gesamt,gesamt,"Kfz <= 3,5t hzG",57.186,59.394,57.91,57.972,63.98,58.029,48.897,"35,5% Tage geschätzt"
A02,52.9,Schwarzau,517,Kn. Wr. Neustadt - Kn. Seebenstein,Staatsgrenze Arnoldstein,Kfz,29.464,31.498,29.386,30.719,34.791,29.229,22.501,Messung
A02,52.9,Schwarzau,517,Kn. Wr. Neustadt - Kn. Seebenstein,Staatsgrenze Arnoldstein,"Kfz > 3,5t hzG",3.037,4.176,5.449,4.427,2.759,903.0,473.0,Messung
A02,52.9,Schwarzau,517,Kn. Wr. Neustadt - Kn. Seebenstein,Staatsgrenze Arnoldstein,"Kfz <= 3,5t hzG",26.427,27.322,23.937,26.292,32.032,28.326,22.028,Messung
A02,52.9,Schwarzau,517,Kn. Seebenstein - Kn. Wr. Neustadt,Wien/Kn. Inzersdorf,Kfz,29.85,29.992,30.154,29.747,30.53,29.331,29.7,Messung
A02,52.9,Schwarzau,517,Kn. Seebenstein - Kn. Wr. Neustadt,Wien/Kn. Inzersdorf,"Kfz > 3,5t hzG",2.981,3.994,3.736,4.183,3.656,1.494,426.0,Messung
A02,52.9,Schwarzau,517,Kn. Seebenstein - Kn. Wr. Neustadt,Wien/Kn. Inzersdorf,"Kfz <= 3,5t hzG",26.869,25.998,26.418,25.564,26.874,27.837,29.274,Messung
A02,52.9,Schwarzau,517,gesamt,gesamt,Kfz,59.314,61.49,59.54,60.466,65.321,58.56,52.201,Messung
A02,52.9,Schwarzau,517,gesamt,gesamt,"Kfz > 3,5t hzG",6.018,8.17,9.185,8.61,6.415,2.397,899.0,Messung
A02,52.9,Schwarzau,517,gesamt,gesamt,"Kfz <= 3,5t hzG",53.296,53.32,50.355,51.856,58.906,56.163,51.302,Messung
A02,67.2,Grimmenstein,11,Grimmenstein - Edlitz,Staatsgrenze Arnoldstein,Kfz,16.483,18.402,17.823,18.229,19.199,14.096,11.356,"12,9% Tage geschätzt"
A02,67.2,Grimmenstein,11,Grimmenstein - Edlitz,Staatsgrenze Arnoldstein,"Kfz > 3,5t hzG",2.306,3.143,4.039,3.361,2.038,791.0,387.0,Messung
A02,67.2,Grimmenstein,11,Grimmenstein - Edlitz,Staatsgrenze Arnoldstein,"Kfz <= 3,5t hzG",14.177,15.259,13.784,14.868,17.161,13.305,10.969,"12,9% Tage geschätzt"
A02,67.2,Grimmenstein,11,Edlitz - Grimmenstein,Wien/Kn. Inzersdorf,Kfz,16.491,17.502,18.233,17.569,16.888,14.092,14.552,Messung
A02,67.2,Grimmenstein,11,Edlitz - Grimmenstein,Wien/Kn. Inzersdorf,"Kfz > 3,5t hzG",2.32,3.067,2.773,3.231,2.817,1.337,363.0,Messung
A02,67.2,Grimmenstein,11,Edlitz - Grimmenstein,Wien/Kn. Inzersdorf,"Kfz <= 3,5t hzG",14.171,14.435,15.46,14.338,14.071,12.755,14.189,Messung
A02,67.2,Grimmenstein,11,gesamt,gesamt,Kfz,32.974,35.904,36.056,35.798,36.087,28.188,25.908,"12,9% Tage geschätzt"
A02,67.2,Grimmenstein,11,gesamt,gesamt,"Kfz > 3,5t hzG",4.626,6.21,6.812,6.592,4.855,2.128,750.0,Messung
A02,67.2,Grimmenstein,11,gesamt,gesamt,"Kfz <= 3,5t hzG",28.348,29.694,29.244,29.206,31.232,26.06,25.158,"12,9% Tage geschätzt"
A02,84.3,Zöbern,615,Aspang - Schäffern,Staatsgrenze Arnoldstein,Kfz,14.836,16.601,15.368,16.553,17.464,12.343,10.319,Messung
A02,84.3,Zöbern,615,Aspang - Schäffern,Staatsgrenze Arnoldstein,"Kfz > 3,5t hzG",2.183,2.972,3.848,3.181,1.904,772.0,360.0,Messung
A02,84.3,Zöbern,615,Aspang - Schäffern,Staatsgrenze Arnoldstein,"Kfz <= 3,5t hzG",12.653,13.629,11.52,13.372,15.56,11.571,9.959,Messung
A02,84.3,Zöbern,615,Schäffern - Aspang,Wien/Kn. Inzersdorf,Kfz,15.567,16.468,16.948,16.56,15.943,13.391,13.861,Messung
A02,84.3,Zöbern,615,Schäffern - Aspang,Wien/Kn. Inzersdorf,"Kfz > 3,5t hzG",2.196,2.893,2.582,3.048,2.676,1.306,351.0,Messung
A02,84.3,Zöbern,615,Schäffern - Aspang,Wien/Kn. Inzersdorf,"Kfz <= 3,5t hzG",13.371,13.575,14.366,13.512,13.267,12.085,13.51,Messung
A02,84.3,Zöbern,615,gesamt,gesamt,Kfz,30.403,33.069,32.316,33.113,33.407,25.734,24.18,Messung
A02,84.3,Zöbern,615,gesamt,gesamt,"Kfz > 3,5t hzG",4.379,5.865,6.43,6.229,4.58,2.078,711.0,Messung
A02,84.3,Zöbern,615,gesamt,gesamt,"Kfz <= 3,5t hzG",26.024,27.204,25.886,26.884,28.827,23.656,23.469,Messung
A02,98.3,ASt Friedberg-Pinggau,633,Pinggau/Friedberg - Pinkafeld,Staatsgrenze Arnoldstein,Kfz,12.543,13.805,13.193,13.591,14.728,10.828,9.271,Messung
A02,98.3,ASt Friedberg-Pinggau,633,Pinggau/Friedberg - Pinkafeld,Staatsgrenze Arnoldstein,"Kfz > 3,5t hzG",2.079,2.838,3.686,3.043,1.795,733.0,317.0,Messung
A02,98.3,ASt Friedberg-Pinggau,633,Pinggau/Friedberg - Pinkafeld,Staatsgrenze Arnoldstein,"Kfz <= 3,5t hzG",10.464,10.967,9.507,10.548,12.933,10.095,8.954,Messung
A02,98.3,ASt Friedberg-Pinggau,633,Pinkafeld - Pinggau/Friedberg,Wien/Kn. Inzersdorf,Kfz,12.645,13.108,13.472,13.023,13.111,11.275,11.937,Messung
A02,98.3,ASt Friedberg-Pinggau,633,Pinkafeld - Pinggau/Friedberg,Wien/Kn. Inzersdorf,"Kfz > 3,5t hzG",2.092,2.763,2.478,2.918,2.533,1.24,310.0,Messung
A02,98.3,ASt Friedberg-Pinggau,633,Pinkafeld - Pinggau/Friedberg,Wien/Kn. Inzersdorf,"Kfz <= 3,5t hzG",10.553,10.345,10.994,10.105,10.578,10.035,11.627,Messung
A02,98.3,ASt Friedberg-Pinggau,633,gesamt,gesamt,Kfz,25.188,26.913,26.665,26.614,27.839,22.103,21.208,Messung
A02,98.3,ASt Friedberg-Pinggau,633,gesamt,gesamt,"Kfz > 3,5t hzG",4.171,5.601,6.164,5.961,4.328,1.973,627.0,Messung
A02,98.3,ASt Friedberg-Pinggau,633,gesamt,gesamt,"Kfz <= 3,5t hzG",21.017,21.312,20.501,20.653,23.511,20.13,20.581,Messung
A02,105.7,Loipersdorf,244,Pinkafeld - Lafnitztal/Oberwart,Staatsgrenze Arnoldstein,Kfz,10.91,11.984,11.816,11.838,12.464,9.316,8.216,Messung
A02,105.7,Loipersdorf,244,Pinkafeld - Lafnitztal/Oberwart,Staatsgrenze Arnoldstein,"Kfz > 3,5t hzG",2.064,2.819,3.639,3.029,1.78,735.0,309.0,Messung
A02,105.7,Loipersdorf,244,Pinkafeld - Lafnitztal/Oberwart,Staatsgrenze Arnoldstein,"Kfz <= 3,5t hzG",8.846,9.165,8.177,8.809,10.684,8.581,7.907,Messung
A02,105.7,Loipersdorf,244,Lafnitztal/Oberwart - Pinkafeld,Wien/Kn. Inzersdorf,Kfz,11.711,12.168,12.457,12.039,12.331,10.395,10.988,Messung
A02,105.7,Loipersdorf,244,Lafnitztal/Oberwart - Pinkafeld,Wien/Kn. Inzersdorf,"Kfz > 3,5t hzG",2.085,2.754,2.459,2.91,2.527,1.234,312.0,Messung
A02,105.7,Loipersdorf,244,Lafnitztal/Oberwart - Pinkafeld,Wien/Kn. Inzersdorf,"Kfz <= 3,5t hzG",9.626,9.414,9.998,9.129,9.804,9.161,10.676,Messung
A02,105.7,Loipersdorf,244,gesamt,gesamt,Kfz,22.621,24.152,24.273,23.877,24.795,19.711,19.204,Messung
A02,105.7,Loipersdorf,244,gesamt,gesamt,"Kfz > 3,5t hzG",4.149,5.573,6.098,5.939,4.307,1.969,621.0,Messung
A02,105.7,Loipersdorf,244,gesamt,gesamt,"Kfz <= 3,5t hzG",18.472,18.579,18.175,17.938,20.488,17.742,18.583,Messung
A02,121.0,Sebersdorf,348,Hartberg - Sebersd./Bad Waltersd.,Staatsgrenze Arnoldstein,Kfz,13.465,14.981,15.03,14.891,15.188,11.386,9.543,"41,9% Tage geschätzt"
A02,121.0,Sebersdorf,348,Hartberg - Sebersd./Bad Waltersd.,Staatsgrenze Arnoldstein,"Kfz > 3,5t hzG",2.272,3.114,4.0,3.33,2.022,795.0,311.0,Messung
A02,121.0,Sebersdorf,348,Hartberg - Sebersd./Bad Waltersd.,Staatsgrenze Arnoldstein,"Kfz <= 3,5t hzG",11.193,11.867,11.03,11.561,13.166,10.591,9.232,"41,9% Tage geschätzt"
A02,121.0,Sebersdorf,348,Sebersd./Bad Waltersd. - Hartberg,Wien/Kn. Inzersdorf,Kfz,14.142,15.154,14.947,15.06,15.523,12.433,11.737,"41,9% Tage geschätzt"
A02,121.0,Sebersdorf,348,Sebersd./Bad Waltersd. - Hartberg,Wien/Kn. Inzersdorf,"Kfz > 3,5t hzG",2.262,3.005,2.7,3.163,2.774,1.264,329.0,Messung
