Autostrada, Station ,Zählstellenname,Zählstellen-nummer,Abschnitt (von - bis),Richtung,Fahrzeugklasse,DTVMS Mo-So Kfz/24h,DTVMS Mo-Fr Kfz/24h,DTVMS Mo Kfz/24h,DTVDD Di-So Kfz/24h,DTVFR Fr Kfz/24h,DTVSA Kfz/24h,DTVSF Sonn- und Feiertage Kfz/24h,Datengüte,
A01, 155.7 ,ASt Steyr,978,Enns West - Enns Steyr,Wien/Auhof,Kfz,"28,468","30,631","27,295","30,117","33,968","27,744","21,379","3,2% Tage geschätzt",
A01, 155.7 ,ASt Steyr,978,Enns West - Enns Steyr,Wien/Auhof,"Kfz > 3,5t hzG","4,470","6,020","5,138","6,367","5,645","2,302",492,Messung,
A01, 155.7 ,ASt Steyr,978,Enns West - Enns Steyr,Wien/Auhof,"Kfz <= 3,5t hzG","23,998","24,611","22,157","23,750","28,323","25,442","20,887","3,2% Tage geschätzt",
A01, 155.7 ,ASt Steyr,978,gesamt,gesamt,Kfz,"62,882","64,121","61,467","62,818","69,102","64,917","57,189","3,2% Tage geschätzt",
A01, 155.7 ,ASt Steyr,978,gesamt,gesamt,"Kfz > 3,5t hzG","8,964","12,164","13,119","12,801","9,931","4,112","1,001",Messung,
A01, 155.7 ,ASt Steyr,978,gesamt,gesamt,"Kfz <= 3,5t hzG","53,918","51,957","48,348","50,017","59,171","60,805","56,188","3,2% Tage geschätzt",
A01, 164.2 ,ASt Asten St. Florian,507,Asten St Florian - Kn. Linz,Staatsgrenze Walserberg,Kfz,"43,874","44,752","45,782","43,879","46,402","44,929","40,096",Messung,
A01, 164.2 ,ASt Asten St. Florian,507,Asten St Florian - Kn. Linz,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","5,560","7,672","9,660","8,018","5,578","1,951",576,Messung,
A01, 164.2 ,ASt Asten St. Florian,507,Asten St Florian - Kn. Linz,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG","38,314","37,080","36,122","35,861","40,824","42,978","39,520",Messung,
A01, 164.2 ,ASt Asten St. Florian,507,Kn. Linz - Asten St Florian,Wien/Auhof,Kfz,"38,393","42,232","39,537","41,494","45,768","36,004","26,551",Messung,
A01, 164.2 ,ASt Asten St. Florian,507,Kn. Linz - Asten St Florian,Wien/Auhof,"Kfz > 3,5t hzG","5,472","7,458","6,776","7,826","6,910","2,428",548,Messung,
A01, 164.2 ,ASt Asten St. Florian,507,Kn. Linz - Asten St Florian,Wien/Auhof,"Kfz <= 3,5t hzG","32,921","34,774","32,761","33,668","38,858","33,576","26,003",Messung,
A01, 164.2 ,ASt Asten St. Florian,507,gesamt,gesamt,Kfz,"82,267","86,984","85,319","85,373","92,170","80,933","66,647",Messung,
A01, 164.2 ,ASt Asten St. Florian,507,gesamt,gesamt,"Kfz > 3,5t hzG","11,032","15,130","16,436","15,844","12,488","4,379","1,124",Messung,
A01, 164.2 ,ASt Asten St. Florian,507,gesamt,gesamt,"Kfz <= 3,5t hzG","71,235","71,854","68,883","69,529","79,682","76,554","65,523",Messung,
A01, 172.7 ,Haid,4122,Ansfelden - Traun,Staatsgrenze Walserberg,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 172.7 ,Haid,4122,Ansfelden - Traun,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","6,451","8,899","10,994","9,350","6,472","2,253",681,Messung,
A01, 172.7 ,Haid,4122,Ansfelden - Traun,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 172.7 ,Haid,4122,Traun - Ansfelden,Wien/Auhof,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 172.7 ,Haid,4122,Traun - Ansfelden,Wien/Auhof,"Kfz > 3,5t hzG","6,229","8,502","7,741","8,945","7,806","2,712",621,Messung,
A01, 172.7 ,Haid,4122,Traun - Ansfelden,Wien/Auhof,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 172.7 ,Haid,4122,gesamt,gesamt,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 172.7 ,Haid,4122,gesamt,gesamt,"Kfz > 3,5t hzG","12,680","17,401","18,735","18,295","14,278","4,965","1,302",Messung,
A01, 172.7 ,Haid,4122,gesamt,gesamt,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 174.3 ,Traun,110,Traun - Kn. A1/A25 Passau Wels,Staatsgrenze Walserberg,Kfz,"48,720","50,246","50,962","49,353","52,137","50,041","42,500","12,9% Tage geschätzt",
A01, 174.3 ,Traun,110,Traun - Kn. A1/A25 Passau Wels,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","6,452","8,895","10,982","9,346","6,473","2,279",680,Messung,
A01, 174.3 ,Traun,110,Traun - Kn. A1/A25 Passau Wels,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG","42,268","41,351","39,980","40,007","45,664","47,762","41,820","12,9% Tage geschätzt",
A01, 174.3 ,Traun,110,A1/A25 Kn. Passau Wels - Traun,Wien/Auhof,Kfz,"42,762","46,648","43,700","46,425","48,999","39,609","31,261","80,6% Tage geschätzt",
A01, 174.3 ,Traun,110,A1/A25 Kn. Passau Wels - Traun,Wien/Auhof,"Kfz > 3,5t hzG","6,262","8,549","7,798","9,002","7,824","2,713",623,Messung,
A01, 174.3 ,Traun,110,A1/A25 Kn. Passau Wels - Traun,Wien/Auhof,"Kfz <= 3,5t hzG","36,500","38,099","35,902","37,423","41,175","36,896","30,638","80,6% Tage geschätzt",
A01, 174.3 ,Traun,110,gesamt,gesamt,Kfz,"91,482","96,894","94,662","95,778","101,136","89,650","73,761","80,6% Tage geschätzt",
A01, 174.3 ,Traun,110,gesamt,gesamt,"Kfz > 3,5t hzG","12,714","17,444","18,780","18,348","14,297","4,992","1,303",Messung,
A01, 174.3 ,Traun,110,gesamt,gesamt,"Kfz <= 3,5t hzG","78,768","79,450","75,882","77,430","86,839","84,658","72,458","80,6% Tage geschätzt",
A01, 184.6 ,Oberndorf,483,Allhaming - Sattledt,Staatsgrenze Walserberg,Kfz,"21,150","22,275","21,084","21,901","23,964","21,722","16,830",Messung,
A01, 184.6 ,Oberndorf,483,Allhaming - Sattledt,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","2,509","3,482","3,994","3,685","2,645",643,350,Messung,
A01, 184.6 ,Oberndorf,483,Allhaming - Sattledt,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG","18,641","18,793","17,090","18,216","21,319","21,079","16,480",Messung,
A01, 184.6 ,Oberndorf,483,Sattledt - Allhaming,Wien/Auhof,Kfz,"20,836","21,278","19,661","21,242","22,343","21,417","18,901",Messung,
A01, 184.6 ,Oberndorf,483,Sattledt - Allhaming,Wien/Auhof,"Kfz > 3,5t hzG","2,350","3,253","3,167","3,441","2,818",677,304,Messung,
A01, 184.6 ,Oberndorf,483,Sattledt - Allhaming,Wien/Auhof,"Kfz <= 3,5t hzG","18,486","18,025","16,494","17,801","19,525","20,740","18,597",Messung,
A01, 184.6 ,Oberndorf,483,gesamt,gesamt,Kfz,"41,986","43,553","40,745","43,143","46,307","43,139","35,731",Messung,
A01, 184.6 ,Oberndorf,483,gesamt,gesamt,"Kfz > 3,5t hzG","4,859","6,735","7,161","7,126","5,463","1,320",654,Messung,
A01, 184.6 ,Oberndorf,483,gesamt,gesamt,"Kfz <= 3,5t hzG","37,127","36,818","33,584","36,017","40,844","41,819","35,077",Messung,
A01, 195.6 ,Sattledt,120,Sattledt - Kn. Voralpenkreuz,Staatsgrenze Walserberg,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 195.6 ,Sattledt,120,Sattledt - Kn. Voralpenkreuz,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","2,904","4,031","4,641","4,255","3,083",735,402,Messung,
A01, 195.6 ,Sattledt,120,Sattledt - Kn. Voralpenkreuz,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 195.6 ,Sattledt,120,Kn. Voralpenkreuz - Sattledt,Wien/Auhof,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 195.6 ,Sattledt,120,Kn. Voralpenkreuz - Sattledt,Wien/Auhof,"Kfz > 3,5t hzG","2,764","3,833","3,808","4,043","3,301",763,359,Messung,
A01, 195.6 ,Sattledt,120,Kn. Voralpenkreuz - Sattledt,Wien/Auhof,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 195.6 ,Sattledt,120,gesamt,gesamt,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 195.6 ,Sattledt,120,gesamt,gesamt,"Kfz > 3,5t hzG","5,668","7,864","8,449","8,298","6,384","1,498",761,Messung,
A01, 195.6 ,Sattledt,120,gesamt,gesamt,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 210.0 ,Vorchdorf,128,Vorchdorf - Lindach,Staatsgrenze Walserberg,Kfz,"22,627","24,075","24,055","23,807","24,784","21,685","18,190",Messung,
A01, 210.0 ,Vorchdorf,128,Vorchdorf - Lindach,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","2,782","3,872","4,615","4,108","2,812",645,394,Messung,
A01, 210.0 ,Vorchdorf,128,Vorchdorf - Lindach,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG","19,845","20,203","19,440","19,699","21,972","21,040","17,796",Messung,
A01, 210.0 ,Vorchdorf,128,Lindach - Vorchdorf,Wien/Auhof,Kfz,"22,316","23,385","21,644","23,384","24,434","21,393","19,191","3,2% Tage geschätzt",
A01, 210.0 ,Vorchdorf,128,Lindach - Vorchdorf,Wien/Auhof,"Kfz > 3,5t hzG","2,636","3,661","3,488","3,872","3,217",719,328,Messung,
A01, 210.0 ,Vorchdorf,128,Lindach - Vorchdorf,Wien/Auhof,"Kfz <= 3,5t hzG","19,680","19,724","18,156","19,512","21,217","20,674","18,863","3,2% Tage geschätzt",
A01, 210.0 ,Vorchdorf,128,gesamt,gesamt,Kfz,"44,943","47,460","45,699","47,191","49,218","43,078","37,381","3,2% Tage geschätzt",
A01, 210.0 ,Vorchdorf,128,gesamt,gesamt,"Kfz > 3,5t hzG","5,418","7,533","8,103","7,980","6,029","1,364",722,Messung,
A01, 210.0 ,Vorchdorf,128,gesamt,gesamt,"Kfz <= 3,5t hzG","39,525","39,927","37,596","39,211","43,189","41,714","36,659","3,2% Tage geschätzt",
A01, 220.8 ,Ohlsdorf,253,Steyrermühl - Regau,Staatsgrenze Walserberg,Kfz,"21,225","22,229","21,961","21,824","23,442","21,164","17,751",Messung,
A01, 220.8 ,Ohlsdorf,253,Steyrermühl - Regau,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","2,453","3,401","4,024","3,612","2,478",620,361,Messung,
A01, 220.8 ,Ohlsdorf,253,Steyrermühl - Regau,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG","18,772","18,828","17,937","18,212","20,964","20,544","17,390",Messung,
A01, 220.8 ,Ohlsdorf,253,Regau - Steyrermühl,Wien/Auhof,Kfz,"20,104","20,646","18,912","20,557","21,919","20,138","18,184",Messung,
A01, 220.8 ,Ohlsdorf,253,Regau - Steyrermühl,Wien/Auhof,"Kfz > 3,5t hzG","2,304","3,189","2,965","3,388","2,804",681,292,Messung,
A01, 220.8 ,Ohlsdorf,253,Regau - Steyrermühl,Wien/Auhof,"Kfz <= 3,5t hzG","17,800","17,457","15,947","17,169","19,115","19,457","17,892",Messung,
A01, 220.8 ,Ohlsdorf,253,gesamt,gesamt,Kfz,"41,329","42,875","40,873","42,381","45,361","41,302","35,935",Messung,
A01, 220.8 ,Ohlsdorf,253,gesamt,gesamt,"Kfz > 3,5t hzG","4,757","6,590","6,989","7,000","5,282","1,301",653,Messung,
A01, 220.8 ,Ohlsdorf,253,gesamt,gesamt,"Kfz <= 3,5t hzG","36,572","36,285","33,884","35,381","40,079","40,001","35,282",Messung,
A01, 233.7 ,Unterachmann,259,Schörfling - Seewalchen,Staatsgrenze Walserberg,Kfz,"15,361","15,778","15,439","15,417","16,920","15,511","13,799","22,6% Tage geschätzt",
A01, 233.7 ,Unterachmann,259,Schörfling - Seewalchen,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","2,137","2,947","3,456","3,142","2,132",582,342,Messung,
A01, 233.7 ,Unterachmann,259,Schörfling - Seewalchen,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG","13,224","12,831","11,983","12,275","14,788","14,929","13,457","22,6% Tage geschätzt",
A01, 233.7 ,Unterachmann,259,Seewalchen - Schörfling,Wien/Auhof,Kfz,"15,736","16,052","14,501","15,973","17,188","15,931","14,501",Messung,
A01, 233.7 ,Unterachmann,259,Seewalchen - Schörfling,Wien/Auhof,"Kfz > 3,5t hzG","2,015","2,777","2,598","2,958","2,413",627,273,Messung,
A01, 233.7 ,Unterachmann,259,Seewalchen - Schörfling,Wien/Auhof,"Kfz <= 3,5t hzG","13,721","13,275","11,903","13,015","14,775","15,304","14,228",Messung,
A01, 233.7 ,Unterachmann,259,gesamt,gesamt,Kfz,"31,097","31,830","29,940","31,390","34,108","31,442","28,300","22,6% Tage geschätzt",
A01, 233.7 ,Unterachmann,259,gesamt,gesamt,"Kfz > 3,5t hzG","4,152","5,724","6,054","6,100","4,545","1,209",615,Messung,
A01, 233.7 ,Unterachmann,259,gesamt,gesamt,"Kfz <= 3,5t hzG","26,945","26,106","23,886","25,290","29,563","30,233","27,685","22,6% Tage geschätzt",
A01, 238.1 ,Kemating,137,Seewalchen - St. Georgen,Staatsgrenze Walserberg,Kfz,"17,093","17,748","17,364","17,465","18,714","17,097","14,797",Messung,
A01, 238.1 ,Kemating,137,Seewalchen - St. Georgen,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","2,074","2,856","3,371","3,046","2,052",579,333,Messung,
A01, 238.1 ,Kemating,137,Seewalchen - St. Georgen,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG","15,019","14,892","13,993","14,419","16,662","16,518","14,464",Messung,
A01, 238.1 ,Kemating,137,St. Georgen - Seewalchen,Wien/Auhof,Kfz,"16,222","16,579","14,949","16,493","17,782","16,531","14,765","19,4% Tage geschätzt",
A01, 238.1 ,Kemating,137,St. Georgen - Seewalchen,Wien/Auhof,"Kfz > 3,5t hzG","1,948","2,680","2,510","2,856","2,322",626,267,Messung,
A01, 238.1 ,Kemating,137,St. Georgen - Seewalchen,Wien/Auhof,"Kfz <= 3,5t hzG","14,274","13,899","12,439","13,637","15,460","15,905","14,498","19,4% Tage geschätzt",
A01, 238.1 ,Kemating,137,gesamt,gesamt,Kfz,"33,315","34,327","32,313","33,958","36,496","33,628","29,562","19,4% Tage geschätzt",
A01, 238.1 ,Kemating,137,gesamt,gesamt,"Kfz > 3,5t hzG","4,022","5,536","5,881","5,902","4,374","1,205",600,Messung,
A01, 238.1 ,Kemating,137,gesamt,gesamt,"Kfz <= 3,5t hzG","29,293","28,791","26,432","28,056","32,122","32,423","28,962","19,4% Tage geschätzt",
A01, 249.8 ,Halt,144,St. Georgen - Oberwang,Staatsgrenze Walserberg,Kfz,"16,228","16,641","16,308","16,301","17,724","16,702","14,468",Messung,
A01, 249.8 ,Halt,144,St. Georgen - Oberwang,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","1,991","2,737","3,209","2,920","1,976",576,325,Messung,
A01, 249.8 ,Halt,144,St. Georgen - Oberwang,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG","14,237","13,904","13,099","13,381","15,748","16,126","14,143",Messung,
A01, 249.8 ,Halt,144,Oberwang - St. Georgen,Wien/Auhof,Kfz,"14,305","14,516","12,987","14,437","15,640","14,634","13,348",Messung,
A01, 249.8 ,Halt,144,Oberwang - St. Georgen,Wien/Auhof,"Kfz > 3,5t hzG","1,853","2,545","2,386","2,717","2,191",610,260,Messung,
A01, 249.8 ,Halt,144,Oberwang - St. Georgen,Wien/Auhof,"Kfz <= 3,5t hzG","12,452","11,971","10,601","11,720","13,449","14,024","13,088",Messung,
A01, 249.8 ,Halt,144,gesamt,gesamt,Kfz,"30,533","31,157","29,295","30,738","33,364","31,336","27,816",Messung,
A01, 249.8 ,Halt,144,gesamt,gesamt,"Kfz > 3,5t hzG","3,844","5,282","5,595","5,637","4,167","1,186",585,Messung,
A01, 249.8 ,Halt,144,gesamt,gesamt,"Kfz <= 3,5t hzG","26,689","25,875","23,700","25,101","29,197","30,150","27,231",Messung,
A01, 269.3 ,Sonnleiten,265,Mondsee - Thalgau,Staatsgrenze Walserberg,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 269.3 ,Sonnleiten,265,Mondsee - Thalgau,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","1,970","2,711","3,112","2,899","1,980",582,301,Messung,
A01, 269.3 ,Sonnleiten,265,Mondsee - Thalgau,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 269.3 ,Sonnleiten,265,Thalgau - Mondsee,Wien/Auhof,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 269.3 ,Sonnleiten,265,Thalgau - Mondsee,Wien/Auhof,"Kfz > 3,5t hzG","1,830","2,521","2,387","2,694","2,152",589,238,Messung,
A01, 269.3 ,Sonnleiten,265,Thalgau - Mondsee,Wien/Auhof,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 269.3 ,Sonnleiten,265,gesamt,gesamt,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 269.3 ,Sonnleiten,265,gesamt,gesamt,"Kfz > 3,5t hzG","3,800","5,232","5,499","5,593","4,132","1,171",539,Messung,
A01, 269.3 ,Sonnleiten,265,gesamt,gesamt,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A01, 278.0 ,Unzing,272,Thalgau - Wallersee,Staatsgrenze Walserberg,Kfz,"20,979","22,387","21,771","22,145","23,384","20,288","16,513",Messung,
A01, 278.0 ,Unzing,272,Thalgau - Wallersee,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","2,117","2,919","3,327","3,117","2,160",617,309,Messung,
A01, 278.0 ,Unzing,272,Thalgau - Wallersee,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG","18,862","19,468","18,444","19,028","21,224","19,671","16,204",Messung,
A01, 278.0 ,Unzing,272,Wallersee - Thalgau,Wien/Auhof,Kfz,"20,690","21,738","20,187","21,630","22,950","20,402","17,213",Messung,
A01, 278.0 ,Unzing,272,Wallersee - Thalgau,Wien/Auhof,"Kfz > 3,5t hzG","1,973","2,723","2,588","2,906","2,328",620,252,Messung,
A01, 278.0 ,Unzing,272,Wallersee - Thalgau,Wien/Auhof,"Kfz <= 3,5t hzG","18,717","19,015","17,599","18,724","20,622","19,782","16,961",Messung,
A01, 278.0 ,Unzing,272,gesamt,gesamt,Kfz,"41,669","44,125","41,958","43,775","46,334","40,690","33,726",Messung,
A01, 278.0 ,Unzing,272,gesamt,gesamt,"Kfz > 3,5t hzG","4,090","5,642","5,915","6,023","4,488","1,237",561,Messung,
A01, 278.0 ,Unzing,272,gesamt,gesamt,"Kfz <= 3,5t hzG","37,579","38,483","36,043","37,752","41,846","39,453","33,165",Messung,
A01, 284.9 ,Hallwang,492,Wallersee - Salzburg Nord,Staatsgrenze Walserberg,Kfz,"30,471","33,351","32,049","33,184","34,564","28,706","21,567","3,2% Tage geschätzt",
A01, 284.9 ,Hallwang,492,Wallersee - Salzburg Nord,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","2,600","3,605","4,134","3,818","2,735",710,343,Messung,
A01, 284.9 ,Hallwang,492,Wallersee - Salzburg Nord,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG","27,871","29,746","27,915","29,366","31,829","27,996","21,224","3,2% Tage geschätzt",
A01, 284.9 ,Hallwang,492,Salzburg Nord - Wallersee,Wien/Auhof,Kfz,"29,464","31,868","30,417","31,741","33,069","28,212","21,888",Messung,
A01, 284.9 ,Hallwang,492,Salzburg Nord - Wallersee,Wien/Auhof,"Kfz > 3,5t hzG","2,444","3,385","3,341","3,589","2,881",739,289,Messung,
A01, 284.9 ,Hallwang,492,Salzburg Nord - Wallersee,Wien/Auhof,"Kfz <= 3,5t hzG","27,020","28,483","27,076","28,152","30,188","27,473","21,599",Messung,
A01, 284.9 ,Hallwang,492,gesamt,gesamt,Kfz,"59,935","65,219","62,466","64,925","67,633","56,918","43,455","3,2% Tage geschätzt",
A01, 284.9 ,Hallwang,492,gesamt,gesamt,"Kfz > 3,5t hzG","5,044","6,990","7,475","7,407","5,616","1,449",632,Messung,
A01, 284.9 ,Hallwang,492,gesamt,gesamt,"Kfz <= 3,5t hzG","54,891","58,229","54,991","57,518","62,017","55,469","42,823","3,2% Tage geschätzt",
A01, 289.2 ,HASt Bergheim West,82,Salzburg Nord - Salzburg Bergheim-West,Staatsgrenze Walserberg,Kfz,"37,900","42,211","42,666","41,830","42,928","35,658","24,305",Messung,
A01, 289.2 ,HASt Bergheim West,82,Salzburg Nord - Salzburg Bergheim-West,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","3,202","4,451","5,101","4,689","3,441",852,400,Messung,
A01, 289.2 ,HASt Bergheim West,82,Salzburg Nord - Salzburg Bergheim-West,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG","34,698","37,760","37,565","37,141","39,487","34,806","23,905",Messung,
A01, 289.2 ,HASt Bergheim West,82,Messe - Salzburg Nord,Wien/Auhof,Kfz,"36,471","40,185","38,650","40,008","41,568","34,302","24,919",Messung,
A01, 289.2 ,HASt Bergheim West,82,Messe - Salzburg Nord,Wien/Auhof,"Kfz > 3,5t hzG","2,532","3,509","3,485","3,706","3,010",763,293,Messung,
A01, 289.2 ,HASt Bergheim West,82,Messe - Salzburg Nord,Wien/Auhof,"Kfz <= 3,5t hzG","33,939","36,676","35,165","36,302","38,558","33,539","24,626",Messung,
A01, 289.2 ,HASt Bergheim West,82,gesamt,gesamt,Kfz,"74,371","82,396","81,316","81,838","84,496","69,960","49,224",Messung,
A01, 289.2 ,HASt Bergheim West,82,gesamt,gesamt,"Kfz > 3,5t hzG","5,734","7,960","8,586","8,395","6,451","1,615",693,Messung,
A01, 289.2 ,HASt Bergheim West,82,gesamt,gesamt,"Kfz <= 3,5t hzG","68,637","74,436","72,730","73,443","78,045","68,345","48,531",Messung,
A01, 292.5 ,UT Liefering,286,Salzburg Mitte - Kleßheim,Staatsgrenze Walserberg,Kfz,"43,100","47,963","47,468","47,230","50,167","41,710","27,005",Messung,
A01, 292.5 ,UT Liefering,286,Salzburg Mitte - Kleßheim,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","3,212","4,451","5,091","4,701","3,417",898,417,Messung,
A01, 292.5 ,UT Liefering,286,Salzburg Mitte - Kleßheim,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG","39,888","43,512","42,377","42,529","46,750","40,812","26,588",Messung,
A01, 292.5 ,UT Liefering,286,Kleßheim - Salzburg Mitte,Wien/Auhof,Kfz,"41,673","45,802","45,652","45,138","47,619","41,123","27,590","6,5% Tage geschätzt",
A01, 292.5 ,UT Liefering,286,Kleßheim - Salzburg Mitte,Wien/Auhof,"Kfz > 3,5t hzG","3,117","4,308","4,434","4,537","3,638",959,384,Messung,
A01, 292.5 ,UT Liefering,286,Kleßheim - Salzburg Mitte,Wien/Auhof,"Kfz <= 3,5t hzG","38,556","41,494","41,218","40,601","43,981","40,164","27,206","6,5% Tage geschätzt",
A01, 292.5 ,UT Liefering,286,gesamt,gesamt,Kfz,"84,773","93,765","93,120","92,368","97,786","82,833","54,595","6,5% Tage geschätzt",
A01, 292.5 ,UT Liefering,286,gesamt,gesamt,"Kfz > 3,5t hzG","6,329","8,759","9,525","9,238","7,055","1,857",801,Messung,
A01, 292.5 ,UT Liefering,286,gesamt,gesamt,"Kfz <= 3,5t hzG","78,444","85,006","83,595","83,130","90,731","80,976","53,794","6,5% Tage geschätzt",
A01, 293.4 ,ASt Kleßheim,305,Kleßheim - Siezenheim,Staatsgrenze Walserberg,Kfz,"38,169","41,802","40,527","41,214","44,096","37,376","25,983",Messung,
A01, 293.4 ,ASt Kleßheim,305,Kleßheim - Siezenheim,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","2,750","3,791","4,354","4,026","2,844",830,388,Messung,
A01, 293.4 ,ASt Kleßheim,305,Kleßheim - Siezenheim,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG","35,419","38,011","36,173","37,188","41,252","36,546","25,595",Messung,
A01, 293.4 ,ASt Kleßheim,305,Siezenheim - Kleßheim,Wien/Auhof,Kfz,"38,345","41,467","40,198","41,012","43,413","37,817","27,767",Messung,
A01, 293.4 ,ASt Kleßheim,305,Siezenheim - Kleßheim,Wien/Auhof,"Kfz > 3,5t hzG","2,670","3,674","3,744","3,884","3,088",870,354,Messung,
A01, 293.4 ,ASt Kleßheim,305,Siezenheim - Kleßheim,Wien/Auhof,"Kfz <= 3,5t hzG","35,675","37,793","36,454","37,128","40,325","36,947","27,413",Messung,
A01, 293.4 ,ASt Kleßheim,305,gesamt,gesamt,Kfz,"76,514","83,269","80,725","82,226","87,509","75,193","53,750",Messung,
A01, 293.4 ,ASt Kleßheim,305,gesamt,gesamt,"Kfz > 3,5t hzG","5,420","7,465","8,098","7,910","5,932","1,700",742,Messung,
A01, 293.4 ,ASt Kleßheim,305,gesamt,gesamt,"Kfz <= 3,5t hzG","71,094","75,804","72,627","74,316","81,577","73,493","53,008",Messung,
A01, 296.3 ,Wals,277,Flughafen - Wals Salzburg West,Staatsgrenze Walserberg,Kfz,"35,402","38,816","38,130","38,307","40,548","33,524","24,707","3,2% Tage geschätzt",
A01, 296.3 ,Wals,277,Flughafen - Wals Salzburg West,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","2,950","4,064","4,651","4,306","3,083",908,410,Messung,
A01, 296.3 ,Wals,277,Flughafen - Wals Salzburg West,Staatsgrenze Walserberg,"Kfz <= 3,5t hzG","32,452","34,752","33,479","34,001","37,465","32,616","24,297","3,2% Tage geschätzt",
A01, 296.3 ,Wals,277,Wals Salzburg West - Flughafen,Wien/Auhof,Kfz,"34,292","36,872","35,798","36,609","38,200","33,584","25,734","3,2% Tage geschätzt",
A01, 296.3 ,Wals,277,Wals Salzburg West - Flughafen,Wien/Auhof,"Kfz > 3,5t hzG","2,753","3,780","3,825","3,992","3,203",945,364,Messung,
A01, 296.3 ,Wals,277,Wals Salzburg West - Flughafen,Wien/Auhof,"Kfz <= 3,5t hzG","31,539","33,092","31,973","32,617","34,997","32,639","25,370","3,2% Tage geschätzt",
A01, 296.3 ,Wals,277,gesamt,gesamt,Kfz,"69,694","75,688","73,928","74,916","78,748","67,108","50,441","3,2% Tage geschätzt",
A01, 296.3 ,Wals,277,gesamt,gesamt,"Kfz > 3,5t hzG","5,703","7,844","8,476","8,298","6,286","1,853",774,Messung,
A01, 296.3 ,Wals,277,gesamt,gesamt,"Kfz <= 3,5t hzG","63,991","67,844","65,452","66,618","72,462","65,255","49,667","3,2% Tage geschätzt",
A01, 299.8 ,Walserberg,5022,Kn. Salzburg - Staatsgrenze Walserberg,Staatsgrenze Walserberg,Kfz,"19,107","17,443","16,675","16,771","19,654","23,824","21,785",Messung,
A01, 299.8 ,Walserberg,5022,Kn. Salzburg - Staatsgrenze Walserberg,Staatsgrenze Walserberg,"Kfz > 3,5t hzG","2,854","3,844","5,003","3,969","2,824","1,220",480,Messung,
