Autostrada, Station ,Zählstellenname,Zählstellen-nummer,Abschnitt (von - bis),Richtung,Fahrzeugklasse,DTVMS Mo-So Kfz/24h,DTVMS Mo-Fr Kfz/24h,DTVMS Mo Kfz/24h,DTVDD Di-So Kfz/24h,DTVFR Fr Kfz/24h,DTVSA Kfz/24h,DTVSF Sonn- und Feiertage Kfz/24h,Datengüte
A08,12.9,Hof,491,Wels West - Kn. Wels,Staatsgrenze Suben,"Kfz <= 3,5t hzG",15.761,16.281,16.015,16.016,17.129,16.371,13.536,Messung
A08,12.9,Hof,491,Kn. Wels - Wels West,Kn. Voralpenkreuz,Kfz,16.413,18.949,18.183,18.913,19.5,14.592,8.754,Messung
A08,12.9,Hof,491,Kn. Wels - Wels West,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",2.432,3.278,2.99,3.397,3.14,1.27,249.0,Messung
A08,12.9,Hof,491,Kn. Wels - Wels West,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",13.981,15.671,15.193,15.516,16.36,13.322,8.505,Messung
A08,12.9,Hof,491,gesamt,gesamt,Kfz,34.601,38.605,38.778,38.378,39.09,31.727,22.506,Messung
A08,12.9,Hof,491,gesamt,gesamt,"Kfz > 3,5t hzG",4.859,6.653,7.57,6.846,5.601,2.034,465.0,Messung
A08,12.9,Hof,491,gesamt,gesamt,"Kfz <= 3,5t hzG",29.742,31.952,31.208,31.532,33.489,29.693,22.041,Messung
A08,17.7,Krenglbach,162,Kn. Wels - Pichl/Bad Schallerbach,Staatsgrenze Suben,Kfz,28.434,27.402,28.627,26.904,27.963,31.263,30.16,Messung
A08,17.7,Krenglbach,162,Kn. Wels - Pichl/Bad Schallerbach,Staatsgrenze Suben,"Kfz > 3,5t hzG",4.933,6.726,9.049,6.998,4.623,2.273,429.0,Messung
A08,17.7,Krenglbach,162,Kn. Wels - Pichl/Bad Schallerbach,Staatsgrenze Suben,"Kfz <= 3,5t hzG",23.501,20.676,19.578,19.906,23.34,28.99,29.731,Messung
A08,17.7,Krenglbach,162,Pichl/Bad Schallerbach - Kn. Wels,Kn. Voralpenkreuz,Kfz,22.967,25.958,23.09,25.741,28.241,21.013,13.801,Messung
A08,17.7,Krenglbach,162,Pichl/Bad Schallerbach - Kn. Wels,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",5.038,6.695,5.402,7.051,6.546,3.189,473.0,Messung
A08,17.7,Krenglbach,162,Pichl/Bad Schallerbach - Kn. Wels,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",17.929,19.263,17.688,18.69,21.695,17.824,13.328,Messung
A08,17.7,Krenglbach,162,gesamt,gesamt,Kfz,51.401,53.36,51.717,52.645,56.204,52.276,43.961,Messung
A08,17.7,Krenglbach,162,gesamt,gesamt,"Kfz > 3,5t hzG",9.971,13.421,14.451,14.049,11.169,5.462,902.0,Messung
A08,17.7,Krenglbach,162,gesamt,gesamt,"Kfz <= 3,5t hzG",41.43,39.939,37.266,38.596,45.035,46.814,43.059,Messung
A08,21.8,Pichl/Bad Schallerbach,169,Pichl/Bad Schallerbach - Meggenhofen,Staatsgrenze Suben,Kfz,23.25,21.825,23.576,21.386,21.916,25.092,27.011,"64,5% Tage geschätzt"
A08,21.8,Pichl/Bad Schallerbach,169,Pichl/Bad Schallerbach - Meggenhofen,Staatsgrenze Suben,"Kfz > 3,5t hzG",4.658,6.332,8.587,6.581,4.333,2.24,410.0,Messung
A08,21.8,Pichl/Bad Schallerbach,169,Pichl/Bad Schallerbach - Meggenhofen,Staatsgrenze Suben,"Kfz <= 3,5t hzG",18.592,15.493,14.989,14.805,17.583,22.852,26.601,"64,5% Tage geschätzt"
A08,21.8,Pichl/Bad Schallerbach,169,Meggenhofen - Pichl/Bad Schallerbach,Kn. Voralpenkreuz,Kfz,18.411,20.667,17.809,20.355,23.194,17.07,11.41,"64,5% Tage geschätzt"
A08,21.8,Pichl/Bad Schallerbach,169,Meggenhofen - Pichl/Bad Schallerbach,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",4.719,6.242,4.88,6.57,6.206,3.133,446.0,Messung
A08,21.8,Pichl/Bad Schallerbach,169,Meggenhofen - Pichl/Bad Schallerbach,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",13.692,14.425,12.929,13.785,16.988,13.937,10.964,"64,5% Tage geschätzt"
A08,21.8,Pichl/Bad Schallerbach,169,gesamt,gesamt,Kfz,41.661,42.492,41.385,41.741,45.11,42.162,38.421,"64,5% Tage geschätzt"
A08,21.8,Pichl/Bad Schallerbach,169,gesamt,gesamt,"Kfz > 3,5t hzG",9.377,12.574,13.467,13.151,10.539,5.373,856.0,Messung
A08,21.8,Pichl/Bad Schallerbach,169,gesamt,gesamt,"Kfz <= 3,5t hzG",32.284,29.918,27.918,28.59,34.571,36.789,37.565,"64,5% Tage geschätzt"
A08,37.4,Niederndorf,611,Meggenhofen - Haag am Hausruck,Staatsgrenze Suben,Kfz,21.644,19.962,21.174,19.462,20.536,25.043,25.262,Messung
A08,37.4,Niederndorf,611,Meggenhofen - Haag am Hausruck,Staatsgrenze Suben,"Kfz > 3,5t hzG",4.64,6.295,8.445,6.562,4.31,2.309,402.0,Messung
A08,37.4,Niederndorf,611,Meggenhofen - Haag am Hausruck,Staatsgrenze Suben,"Kfz <= 3,5t hzG",17.004,13.667,12.729,12.9,16.226,22.734,24.86,Messung
A08,37.4,Niederndorf,611,Haag am Hausruck - Meggenhofen,Kn. Voralpenkreuz,Kfz,15.803,17.871,15.136,17.687,19.991,14.702,9.3,Messung
A08,37.4,Niederndorf,611,Haag am Hausruck - Meggenhofen,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",4.743,6.269,4.886,6.599,6.24,3.161,459.0,Messung
A08,37.4,Niederndorf,611,Haag am Hausruck - Meggenhofen,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",11.06,11.602,10.25,11.088,13.751,11.541,8.841,Messung
A08,37.4,Niederndorf,611,gesamt,gesamt,Kfz,37.447,37.833,36.31,37.149,40.527,39.745,34.562,Messung
A08,37.4,Niederndorf,611,gesamt,gesamt,"Kfz > 3,5t hzG",9.383,12.564,13.331,13.161,10.55,5.47,861.0,Messung
A08,37.4,Niederndorf,611,gesamt,gesamt,"Kfz <= 3,5t hzG",28.064,25.269,22.979,23.988,29.977,34.275,33.701,Messung
A08,48.7,Manhartsgrub,174,Haag am Hausruck - Ried im Innkreis,Staatsgrenze Suben,Kfz,21.1,18.888,19.916,18.334,19.712,25.217,26.098,Messung
A08,48.7,Manhartsgrub,174,Haag am Hausruck - Ried im Innkreis,Staatsgrenze Suben,"Kfz > 3,5t hzG",4.556,6.171,8.272,6.439,4.214,2.318,397.0,Messung
A08,48.7,Manhartsgrub,174,Haag am Hausruck - Ried im Innkreis,Staatsgrenze Suben,"Kfz <= 3,5t hzG",16.544,12.717,11.644,11.895,15.498,22.899,25.701,Messung
A08,48.7,Manhartsgrub,174,Ried im Innkreis - Haag am Hausruck,Kn. Voralpenkreuz,Kfz,14.908,16.676,13.591,16.433,19.159,14.204,9.187,Messung
A08,48.7,Manhartsgrub,174,Ried im Innkreis - Haag am Hausruck,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",4.693,6.193,4.733,6.538,6.171,3.178,455.0,Messung
A08,48.7,Manhartsgrub,174,Ried im Innkreis - Haag am Hausruck,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",10.215,10.483,8.858,9.895,12.988,11.026,8.732,Messung
A08,48.7,Manhartsgrub,174,gesamt,gesamt,Kfz,36.008,35.564,33.507,34.767,38.871,39.421,35.285,Messung
A08,48.7,Manhartsgrub,174,gesamt,gesamt,"Kfz > 3,5t hzG",9.249,12.364,13.005,12.977,10.385,5.496,852.0,Messung
A08,48.7,Manhartsgrub,174,gesamt,gesamt,"Kfz <= 3,5t hzG",26.759,23.2,20.502,21.79,28.486,33.925,34.433,Messung
A08,60.2,Hötzlarn,180,Ried im Innkreis - Ort im Innkreis,Staatsgrenze Suben,Kfz,20.898,18.771,19.838,18.236,19.523,24.963,25.634,Messung
A08,60.2,Hötzlarn,180,Ried im Innkreis - Ort im Innkreis,Staatsgrenze Suben,"Kfz > 3,5t hzG",4.609,6.237,8.319,6.514,4.27,2.374,399.0,Messung
A08,60.2,Hötzlarn,180,Ried im Innkreis - Ort im Innkreis,Staatsgrenze Suben,"Kfz <= 3,5t hzG",16.289,12.534,11.519,11.722,15.253,22.589,25.235,Messung
A08,60.2,Hötzlarn,180,Ort im Innkreis - Ried im Innkreis,Kn. Voralpenkreuz,Kfz,14.992,16.835,13.844,16.614,19.205,14.215,9.059,"6,5% Tage geschätzt"
A08,60.2,Hötzlarn,180,Ort im Innkreis - Ried im Innkreis,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",4.764,6.293,4.855,6.652,6.224,3.189,462.0,Messung
A08,60.2,Hötzlarn,180,Ort im Innkreis - Ried im Innkreis,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",10.228,10.542,8.989,9.962,12.981,11.026,8.597,"6,5% Tage geschätzt"
A08,60.2,Hötzlarn,180,gesamt,gesamt,Kfz,35.89,35.606,33.682,34.85,38.728,39.178,34.693,"6,5% Tage geschätzt"
A08,60.2,Hötzlarn,180,gesamt,gesamt,"Kfz > 3,5t hzG",9.373,12.53,13.174,13.166,10.494,5.563,861.0,Messung
A08,60.2,Hötzlarn,180,gesamt,gesamt,"Kfz <= 3,5t hzG",26.517,23.076,20.508,21.684,28.234,33.615,33.832,"6,5% Tage geschätzt"
A08,70.1,Bach,186,Ort im Innkreis - Schärding Suben,Staatsgrenze Suben,Kfz,15.529,14.374,15.253,14.05,14.688,18.626,17.509,"67,7% Tage geschätzt"
A08,70.1,Bach,186,Ort im Innkreis - Schärding Suben,Staatsgrenze Suben,"Kfz > 3,5t hzG",4.181,5.64,7.571,5.893,3.825,2.292,333.0,Messung
A08,70.1,Bach,186,Ort im Innkreis - Schärding Suben,Staatsgrenze Suben,"Kfz <= 3,5t hzG",11.348,8.734,7.682,8.157,10.863,16.334,17.176,"67,7% Tage geschätzt"
A08,70.1,Bach,186,Schärding Suben - Ort im Innkreis,Kn. Voralpenkreuz,Kfz,11.302,12.854,10.488,12.809,14.389,10.862,6.166,"67,7% Tage geschätzt"
A08,70.1,Bach,186,Schärding Suben - Ort im Innkreis,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",4.286,5.636,4.223,5.955,5.652,3.009,413.0,Messung
A08,70.1,Bach,186,Schärding Suben - Ort im Innkreis,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",7.016,7.218,6.265,6.854,8.737,7.853,5.753,"67,7% Tage geschätzt"
A08,70.1,Bach,186,gesamt,gesamt,Kfz,26.831,27.228,25.741,26.859,29.077,29.488,23.675,"67,7% Tage geschätzt"
A08,70.1,Bach,186,gesamt,gesamt,"Kfz > 3,5t hzG",8.467,11.276,11.794,11.848,9.477,5.301,746.0,Messung
A08,70.1,Bach,186,gesamt,gesamt,"Kfz <= 3,5t hzG",18.364,15.952,13.947,15.011,19.6,24.187,22.929,"67,7% Tage geschätzt"
A08,74.3,Suben,194,Schärding Suben - Staatsgrenze Suben,Staatsgrenze Suben,Kfz,15.977,14.438,15.069,14.027,15.126,20.364,18.439,"25,8% Tage geschätzt"
A08,74.3,Suben,194,Schärding Suben - Staatsgrenze Suben,Staatsgrenze Suben,"Kfz > 3,5t hzG",4.181,5.622,7.35,5.906,3.847,2.374,340.0,Messung
A08,74.3,Suben,194,Schärding Suben - Staatsgrenze Suben,Staatsgrenze Suben,"Kfz <= 3,5t hzG",11.796,8.816,7.719,8.121,11.279,17.99,18.099,"25,8% Tage geschätzt"
A08,74.3,Suben,194,Staatsgrenze Suben - Schärding Suben,Kn. Voralpenkreuz,Kfz,10.533,11.936,9.503,11.961,13.332,10.297,5.782,"74,2% Tage geschätzt"
A08,74.3,Suben,194,Staatsgrenze Suben - Schärding Suben,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",4.336,5.691,4.176,6.031,5.715,3.099,421.0,Messung
A08,74.3,Suben,194,Staatsgrenze Suben - Schärding Suben,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",6.197,6.245,5.327,5.93,7.617,7.198,5.361,"74,2% Tage geschätzt"
A08,74.3,Suben,194,gesamt,gesamt,Kfz,26.51,26.374,24.572,25.988,28.458,30.661,24.221,"74,2% Tage geschätzt"
A08,74.3,Suben,194,gesamt,gesamt,"Kfz > 3,5t hzG",8.517,11.313,11.526,11.937,9.562,5.473,761.0,Messung
A08,74.3,Suben,194,gesamt,gesamt,"Kfz <= 3,5t hzG",17.993,15.061,13.046,14.051,18.896,25.188,23.46,"74,2% Tage geschätzt"
A09,3.1,Schölldorf,201,Kn. Voralpenkreuz - Ried im Traunkreis,Staatsgrenze Spielfeld,Kfz,13.114,14.224,12.306,13.943,16.107,13.569,8.923,"6,5% Tage geschätzt"
A09,3.1,Schölldorf,201,Kn. Voralpenkreuz - Ried im Traunkreis,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG",2.119,2.812,2.42,2.917,2.772,1.296,246.0,Messung
A09,3.1,Schölldorf,201,Kn. Voralpenkreuz - Ried im Traunkreis,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG",10.995,11.412,9.886,11.026,13.335,12.273,8.677,"6,5% Tage geschätzt"
A09,3.1,Schölldorf,201,Ried im Traunkreis - Kn. Voralpenkreuz,Kn. Voralpenkreuz,Kfz,15.161,14.742,15.762,14.547,14.638,15.974,16.083,"19,4% Tage geschätzt"
A09,3.1,Schölldorf,201,Ried im Traunkreis - Kn. Voralpenkreuz,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",2.059,2.841,4.111,2.895,1.939,710.0,224.0,Messung
A09,3.1,Schölldorf,201,Ried im Traunkreis - Kn. Voralpenkreuz,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",13.102,11.901,11.651,11.652,12.699,15.264,15.859,"19,4% Tage geschätzt"
A09,3.1,Schölldorf,201,gesamt,gesamt,Kfz,28.275,28.966,28.068,28.49,30.745,29.543,25.006,"19,4% Tage geschätzt"
A09,3.1,Schölldorf,201,gesamt,gesamt,"Kfz > 3,5t hzG",4.178,5.653,6.531,5.812,4.711,2.006,470.0,Messung
A09,3.1,Schölldorf,201,gesamt,gesamt,"Kfz <= 3,5t hzG",24.097,23.313,21.537,22.678,26.034,27.537,24.536,"19,4% Tage geschätzt"
A09,10.1,Auern,207,Ried im Traunkreis - Inzersdorf Kirchd.,Staatsgrenze Spielfeld,Kfz,11.333,12.285,10.271,11.983,14.282,11.728,7.735,"41,9% Tage geschätzt"
A09,10.1,Auern,207,Ried im Traunkreis - Inzersdorf Kirchd.,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG",2.042,2.702,2.289,2.801,2.691,1.285,236.0,Messung
A09,10.1,Auern,207,Ried im Traunkreis - Inzersdorf Kirchd.,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG",9.291,9.583,7.982,9.182,11.591,10.443,7.499,"41,9% Tage geschätzt"
A09,10.1,Auern,207,Inzersdorf Kirchd. - Ried im Traunkreis,Kn. Voralpenkreuz,Kfz,13.041,12.445,13.757,12.194,12.311,13.655,14.716,"41,9% Tage geschätzt"
A09,10.1,Auern,207,Inzersdorf Kirchd. - Ried im Traunkreis,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",1.992,2.745,3.996,2.796,1.86,701.0,216.0,Messung
A09,10.1,Auern,207,Inzersdorf Kirchd. - Ried im Traunkreis,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",11.049,9.7,9.761,9.398,10.451,12.954,14.5,"41,9% Tage geschätzt"
A09,10.1,Auern,207,gesamt,gesamt,Kfz,24.374,24.73,24.028,24.177,26.593,25.383,22.451,"41,9% Tage geschätzt"
A09,10.1,Auern,207,gesamt,gesamt,"Kfz > 3,5t hzG",4.034,5.447,6.285,5.597,4.551,1.986,452.0,Messung
A09,10.1,Auern,207,gesamt,gesamt,"Kfz <= 3,5t hzG",20.34,19.283,17.743,18.58,22.042,23.397,21.999,"41,9% Tage geschätzt"
A09,19.4,Tunnel Ottsdorf,27,Inzersdorf Kirchdorf - Klaus,Staatsgrenze Spielfeld,Kfz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A09,19.4,Tunnel Ottsdorf,27,Inzersdorf Kirchdorf - Klaus,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG",1.938,2.556,2.154,2.63,2.604,1.266,222.0,Messung
A09,19.4,Tunnel Ottsdorf,27,Inzersdorf Kirchdorf - Klaus,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A09,19.4,Tunnel Ottsdorf,27,Klaus - Inzersdorf Kirchdorf,Kn. Voralpenkreuz,Kfz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A09,19.4,Tunnel Ottsdorf,27,Klaus - Inzersdorf Kirchdorf,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",1.883,2.596,3.857,2.623,1.768,665.0,199.0,Messung
A09,19.4,Tunnel Ottsdorf,27,Klaus - Inzersdorf Kirchdorf,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A09,19.4,Tunnel Ottsdorf,27,gesamt,gesamt,Kfz,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A09,19.4,Tunnel Ottsdorf,27,gesamt,gesamt,"Kfz > 3,5t hzG",3.821,5.152,6.011,5.253,4.372,1.931,421.0,Messung
A09,19.4,Tunnel Ottsdorf,27,gesamt,gesamt,"Kfz <= 3,5t hzG",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Ausfall
A09,31.0,Klaus an der Pyhrnbahn,213,Klaus - St. Pankraz,Staatsgrenze Spielfeld,Kfz,10.153,10.77,8.679,10.386,13.025,11.16,7.322,Messung
A09,31.0,Klaus an der Pyhrnbahn,213,Klaus - St. Pankraz,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG",2.013,2.659,2.238,2.747,2.683,1.297,227.0,Messung
A09,31.0,Klaus an der Pyhrnbahn,213,Klaus - St. Pankraz,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG",8.14,8.111,6.441,7.639,10.342,9.863,7.095,Messung
A09,31.0,Klaus an der Pyhrnbahn,213,St. Pankraz - Klaus,Kn. Voralpenkreuz,Kfz,12.525,11.669,12.924,11.385,11.654,13.347,14.973,"38,7% Tage geschätzt"
A09,31.0,Klaus an der Pyhrnbahn,213,St. Pankraz - Klaus,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",1.94,2.674,3.941,2.718,1.798,680.0,214.0,Messung
A09,31.0,Klaus an der Pyhrnbahn,213,St. Pankraz - Klaus,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",10.585,8.995,8.983,8.667,9.856,12.667,14.759,"38,7% Tage geschätzt"
A09,31.0,Klaus an der Pyhrnbahn,213,gesamt,gesamt,Kfz,22.678,22.439,21.603,21.771,24.679,24.507,22.295,"38,7% Tage geschätzt"
A09,31.0,Klaus an der Pyhrnbahn,213,gesamt,gesamt,"Kfz > 3,5t hzG",3.953,5.333,6.179,5.465,4.481,1.977,441.0,Messung
A09,31.0,Klaus an der Pyhrnbahn,213,gesamt,gesamt,"Kfz <= 3,5t hzG",18.725,17.106,15.424,16.306,20.198,22.53,21.854,"38,7% Tage geschätzt"
A09,43.8,Lainbergtunnel,217,St. Pankratz - Roßleiten Windischgarsten,Staatsgrenze Spielfeld,Kfz,9.279,9.959,8.126,9.592,12.016,10.016,6.405,Messung
A09,43.8,Lainbergtunnel,217,St. Pankratz - Roßleiten Windischgarsten,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG",1.991,2.626,2.233,2.717,2.627,1.307,222.0,Messung
A09,43.8,Lainbergtunnel,217,St. Pankratz - Roßleiten Windischgarsten,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG",7.288,7.333,5.893,6.875,9.389,8.709,6.183,Messung
A09,43.8,Lainbergtunnel,217,Roßleiten Windischgarsten - St. Pankratz,Kn. Voralpenkreuz,Kfz,10.804,10.202,11.542,9.917,10.14,11.061,12.741,"3,2% Tage geschätzt"
A09,43.8,Lainbergtunnel,217,Roßleiten Windischgarsten - St. Pankratz,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",1.944,2.684,4.019,2.724,1.778,655.0,215.0,Messung
A09,43.8,Lainbergtunnel,217,Roßleiten Windischgarsten - St. Pankratz,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",8.86,7.518,7.523,7.193,8.362,10.406,12.526,"3,2% Tage geschätzt"
A09,43.8,Lainbergtunnel,217,gesamt,gesamt,Kfz,20.083,20.161,19.668,19.509,22.156,21.077,19.146,"3,2% Tage geschätzt"
A09,43.8,Lainbergtunnel,217,gesamt,gesamt,"Kfz > 3,5t hzG",3.935,5.31,6.252,5.441,4.405,1.962,437.0,Messung
A09,43.8,Lainbergtunnel,217,gesamt,gesamt,"Kfz <= 3,5t hzG",16.148,14.851,13.416,14.068,17.751,19.115,18.709,"3,2% Tage geschätzt"
A09,54.0,Spital Am Pyhrn,223,Gleinkerau - Spital am Pyhrn,Staatsgrenze Spielfeld,Kfz,8.682,9.324,7.506,8.966,11.348,9.335,5.998,Messung
A09,54.0,Spital Am Pyhrn,223,Gleinkerau - Spital am Pyhrn,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG",1.994,2.631,2.201,2.703,2.702,1.314,219.0,Messung
A09,54.0,Spital Am Pyhrn,223,Gleinkerau - Spital am Pyhrn,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG",6.688,6.693,5.305,6.263,8.646,8.021,5.779,Messung
A09,54.0,Spital Am Pyhrn,223,Spital am Pyhrn - Gleinkerau,Kn. Voralpenkreuz,Kfz,10.911,9.924,11.219,9.62,9.937,11.856,13.733,Messung
A09,54.0,Spital Am Pyhrn,223,Spital am Pyhrn - Gleinkerau,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",1.94,2.672,3.979,2.703,1.806,662.0,229.0,Messung
A09,54.0,Spital Am Pyhrn,223,Spital am Pyhrn - Gleinkerau,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",8.971,7.252,7.24,6.917,8.131,11.194,13.504,Messung
A09,54.0,Spital Am Pyhrn,223,gesamt,gesamt,Kfz,19.593,19.248,18.725,18.586,21.285,21.191,19.731,Messung
A09,54.0,Spital Am Pyhrn,223,gesamt,gesamt,"Kfz > 3,5t hzG",3.934,5.303,6.18,5.406,4.508,1.976,448.0,Messung
A09,54.0,Spital Am Pyhrn,223,gesamt,gesamt,"Kfz <= 3,5t hzG",15.659,13.945,12.545,13.18,16.777,19.215,19.283,Messung
A09,57.8,Bosrucktunnel,6097,Spital am Pyhrn - Ardning / Admont,Staatsgrenze Spielfeld,Kfz,7.742,8.62,6.94,8.326,10.391,7.315,4.956,Messung
A09,57.8,Bosrucktunnel,6097,Spital am Pyhrn - Ardning / Admont,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG",1.986,2.618,2.172,2.684,2.716,1.309,221.0,Messung
A09,57.8,Bosrucktunnel,6097,Spital am Pyhrn - Ardning / Admont,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG",5.756,6.002,4.768,5.642,7.675,6.006,4.735,Messung
A09,57.8,Bosrucktunnel,6097,Ardning / Admont - Spital am Pyhrn,Kn. Voralpenkreuz,Kfz,9.875,9.252,10.535,8.949,9.269,10.097,11.911,Messung
A09,57.8,Bosrucktunnel,6097,Ardning / Admont - Spital am Pyhrn,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",1.939,2.674,4.045,2.697,1.79,616.0,247.0,Messung
A09,57.8,Bosrucktunnel,6097,Ardning / Admont - Spital am Pyhrn,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",7.936,6.578,6.49,6.252,7.479,9.481,11.664,Messung
A09,57.8,Bosrucktunnel,6097,gesamt,gesamt,Kfz,17.617,17.872,17.475,17.275,19.66,17.412,16.867,Messung
A09,57.8,Bosrucktunnel,6097,gesamt,gesamt,"Kfz > 3,5t hzG",3.925,5.292,6.217,5.381,4.506,1.925,468.0,Messung
A09,57.8,Bosrucktunnel,6097,gesamt,gesamt,"Kfz <= 3,5t hzG",13.692,12.58,11.258,11.894,15.154,15.487,16.399,Messung
A09,71.9,Selzthaltunnel,402,Liezen - Rottenmann,Staatsgrenze Spielfeld,Kfz,13.443,14.219,12.34,13.932,16.095,12.445,11.392,Messung
A09,71.9,Selzthaltunnel,402,Liezen - Rottenmann,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG",2.157,2.861,2.421,2.925,2.958,1.327,248.0,Messung
A09,71.9,Selzthaltunnel,402,Liezen - Rottenmann,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG",11.286,11.358,9.919,11.007,13.137,11.118,11.144,Messung
A09,71.9,Selzthaltunnel,402,Rottenmann - Liezen,Kn. Voralpenkreuz,Kfz,16.098,15.911,17.112,15.198,17.044,16.409,16.544,Messung
A09,71.9,Selzthaltunnel,402,Rottenmann - Liezen,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",2.104,2.905,4.369,2.937,1.945,619.0,289.0,Messung
A09,71.9,Selzthaltunnel,402,Rottenmann - Liezen,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",13.994,13.006,12.743,12.261,15.099,15.79,16.255,Messung
A09,71.9,Selzthaltunnel,402,gesamt,gesamt,Kfz,29.541,30.13,29.452,29.13,33.139,28.854,27.936,Messung
A09,71.9,Selzthaltunnel,402,gesamt,gesamt,"Kfz > 3,5t hzG",4.261,5.766,6.79,5.862,4.903,1.946,537.0,Messung
A09,71.9,Selzthaltunnel,402,gesamt,gesamt,"Kfz <= 3,5t hzG",25.28,24.364,22.662,23.268,28.236,26.908,27.399,Messung
A09,90.4,Schattenberg,408,Trieben - Treglwang,Staatsgrenze Spielfeld,Kfz,10.942,11.105,9.166,10.794,13.076,10.431,10.713,"12,9% Tage geschätzt"
A09,90.4,Schattenberg,408,Trieben - Treglwang,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG",2.102,2.784,2.334,2.838,2.914,1.33,232.0,Messung
A09,90.4,Schattenberg,408,Trieben - Treglwang,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG",8.84,8.321,6.832,7.956,10.162,9.101,10.481,"12,9% Tage geschätzt"
A09,90.4,Schattenberg,408,Treglwang - Trieben,Kn. Voralpenkreuz,Kfz,13.161,12.618,13.384,11.96,13.87,13.885,14.577,"12,9% Tage geschätzt"
A09,90.4,Schattenberg,408,Treglwang - Trieben,Kn. Voralpenkreuz,"Kfz > 3,5t hzG",2.053,2.831,4.284,2.86,1.884,602.0,295.0,Messung
A09,90.4,Schattenberg,408,Treglwang - Trieben,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",11.108,9.787,9.1,9.1,11.986,13.283,14.282,"12,9% Tage geschätzt"
A09,90.4,Schattenberg,408,gesamt,gesamt,Kfz,24.103,23.723,22.55,22.754,26.946,24.316,25.29,"12,9% Tage geschätzt"
A09,90.4,Schattenberg,408,gesamt,gesamt,"Kfz > 3,5t hzG",4.155,5.615,6.618,5.698,4.798,1.932,527.0,Messung
A09,90.4,Schattenberg,408,gesamt,gesamt,"Kfz <= 3,5t hzG",19.948,18.108,15.932,17.056,22.148,22.384,24.763,"12,9% Tage geschätzt"
A09,101.1,Schoberpaß,414,Treglwang - Kalwang,Staatsgrenze Spielfeld,Kfz,11.183,11.362,9.73,11.005,13.268,10.775,10.831,"54,8% Tage geschätzt"
